primary_key,eco_sect,Last_dep,job_dep,job_desc,Type_of_contract,JOB_CATEGORY,Work_condition,EMPLOYER_TYPE,working_hours,Employee_count
53861,"FZ","91","94","632a","CDI","O","C","ct_9",1617,"tr_4"
53868,"OZ","83","83","621f","AUT","O","P","ct_2",1312,"tr_6"
53878,"OZ","14","75","464b","CDI","O","C",NA,241,NA
53884,"NZ","59","59","684a","CDD","O","C","ct_9",216,"tr_5"
53887,"GZ","62","62","486d","CDI","O","C","ct_9",1448,"tr_3"
53891,"GZ","23","56","463d","CDI","O","N","ct_9",1539,"tr_6"
53894,"MB","21","21","479a","CDI","O","C","ct_5",1517,"tr_6"
53912,"OZ","75","75","524b","CDI","O","C","ct_1",1213,"tr_6"
53919,"NZ","01","69","526b","CDI","O","P","ct_9",900,"tr_1"
53924,"IZ","62","62","488a","CDI","O","C","ct_9",1476,"tr_1"
53931,"GZ","65","92","463d","CDI","O","C","ct_9",1736,"tr_6"
53935,"QB","63","63","526d","CDI","O","C","ct_8",1796,"tr_3"
53940,"CH","94","94","626b","CDI","O","C","ct_9",1331,"tr_3"
53955,"HZ","83","83","642b","CDI","O","N",NA,290,NA
53967,"KZ","34","33","467a","CDI","O","C","ct_9",759,"tr_2"
53970,"GZ","14","14","463e","CDI","O","C","ct_9",1614,"tr_1"
53996,"QB","77","93","526d","CDI","O","C","ct_8",2814,"tr_4"
54001,"SZ","64","64","543h","CDI","O","C","ct_9",1123,"tr_3"
54008,"HZ","13","13","676c","CDI","O","P","ct_9",400,"tr_1"
54020,"CA","47","47","674c","CDI","O","C","ct_9",770,"tr_5"
54027,"KZ","38","38","526b","CDI","O","C","ct_9",1561,"tr_1"
54038,"NZ","93","93","676a","CDI","O","C","ct_9",1806,"tr_6"
54044,"TZ","34","34","563c","CDI","O","N","ct_7",953,"tr_1"
54048,"QA","51","51","526b","CDI","O","C","ct_8",2200,"tr_4"
54051,"PZ","78","95","525b","CDI","O","C","ct_8",1820,"tr_4"
54053,"QB","19","19","526a","CDI","O","C","ct_8",1820,"tr_4"
54062,"NZ","95","75","534a","CDI","O","C","ct_9",1868,"tr_6"
54066,"QB","91","92","434d","CDI","O","P","ct_8",1506,"tr_3"
54074,"MA","92","75","684a","CDI","O","P","ct_9",1993,"tr_1"
54082,"SZ","13","13","435b","CDI","O","P","ct_8",779,"tr_1"
54104,"QB","29","29","563a","AUT","O","C","ct_2",2182,"tr_6"
54125,"HZ","91","77","451a","CDI","O","C","ct_9",1869,"tr_3"
54144,"GZ","13","13","462b","CDI","O","C","ct_9",504,"tr_2"
54146,"OZ","60","60","479b","CDI","O","P","ct_1",1456,"tr_3"
54147,"QA","48","48","685a","CDI","O","C",NA,416,NA
54161,"OZ","95","75","524b","CDI","O","C","ct_1",1820,"tr_6"
54176,"CE","59","59","484a","CDI","O","C","ct_9",1827,"tr_6"
54192,"MA","75","75","342g","CDI","O","C","ct_9",1820,"tr_5"
54197,"KZ","77","93","382c","CDI","O","C","ct_9",1558,"tr_1"
54199,"HZ","93","77","684a","CDI","O","P","ct_9",186,"tr_6"
54207,"JC","21","21","461b","CDI","O","C","ct_9",1820,"tr_2"
54218,"PZ","85","85","421b","CDI","O","C","ct_8",2050,"tr_1"
54239,"CH","57","57","475b","CDI","O","C","ct_9",1655,"tr_6"
54249,"PZ","14","14","525b","CDI","O","C","ct_8",1820,"tr_5"
54250,"MA","91","94","543g","CDI","O","C","ct_9",1027,"tr_6"
54253,"CA","63","63","486b","CDI","O","C","ct_9",1827,"tr_6"
54255,"JC","64","64","423b","CDI","O","C","ct_9",663,"tr_1"
54260,"QA","47","47","526e","CDI","O","C","ct_9",2028,"tr_2"
54268,"GZ","62","62","684a","CDI","O","C","ct_9",542,"tr_4"
54269,"PZ",NA,NA,"691d","CDI","O","C","ct_8",1043,"tr_2"
54280,"QA","06","06","451h","CDI","O","C","ct_3",1830,"tr_5"
54283,"HZ","59","59","466c","CDI","O","C","ct_9",1820,"tr_6"
54291,"HZ","01","01","333c","CDI","O","P","ct_9",1274,"tr_2"
54296,"QB","29","29","526a","AUT","O","C","ct_3",1820,"tr_5"
54320,"MC","78","78","373d","CDI","O","C","ct_9",834,"tr_2"
54321,"QB","53","72","526d","CDI","O","C","ct_8",1750,"tr_4"
54329,"KZ","83","13","376e","CDI","O","C","ct_9",1820,"tr_6"
54349,"CB","36","36","627b","CDI","O","C","ct_9",1178,"tr_1"
54354,"QB","12","12","525d","CDI","O","P","ct_8",911,"tr_5"
54369,"GZ","06","06","462b","CDI","O","C","ct_9",653,"tr_2"
54376,"OZ","83","83","333a","CDI","O","C",NA,194,NA
54387,"GZ","71","71","462a","CDI","O","N","ct_9",1820,"tr_1"
54406,"QB","75","75","563a","CDI","O","N","ct_7",521,"tr_0"
54411,"GZ","57","57","554a","CDI","O","P","ct_9",274,"tr_1"
54430,"QB","71","71","563a","CDI","O","N","ct_7",3000,"tr_1"
54444,"QB","94","93","434e","CDI","O","C","ct_8",1820,"tr_4"
54456,"NZ","86","86","676c","CDI","O","C",NA,129,"tr_4"
54461,"QA","77","75","373c","CDI","O","C","ct_8",2200,"tr_5"
54462,"GZ","59","59","433d","CDI","O","P","ct_9",1403,"tr_1"
54472,"TZ","76","76","563c","CDI","O","C",NA,180,NA
54473,"OZ","61","61","621f","AUT","O","C",NA,628,NA
54486,"CF","76","27","431f","CDI","O","C","ct_9",1979,"tr_6"
54491,"CA","71","71","374a","CDI","O","P","ct_9",852,"tr_1"
54496,"NZ","51","51","653a","CDI","O","C","ct_9",1587,"tr_4"
54497,"NZ","94","75","632h","TTP","O","N","ct_9",804,"tr_1"
54499,"QA","84","13","451h","CDI","O","C","ct_3",1818,"tr_6"
54507,"QB","27","27","526d","CDI","O","C","ct_8",1526,"tr_3"
54512,"HZ","29","29","546c","CDI","O","C","ct_9",1517,"tr_4"
54540,"HZ","27","27","641a","CDI","O","C","ct_9",2200,"tr_5"
54560,"CM","38","38","384a","CDI","O","C","ct_9",455,"tr_6"
54565,"CG","41","72","625c","CDI","O","C","ct_9",1820,"tr_4"
54567,"NZ","49","44","542a","CDI","O","P","ct_9",917,"tr_1"
54569,"GZ","71","71","653a","CDI","O","C","ct_9",1411,"tr_2"
54570,"PZ","68","68","542a","CDI","O","C","ct_9",1540,"tr_1"
54577,"KZ","67","57","467a","CDI","O","C","ct_9",1820,"tr_1"
54587,"NZ","78","95","676c","TTP","O","C","ct_9",600,"tr_1"
54595,"GZ","51","94","374a","CDI","O","C","ct_9",1803,"tr_3"
54601,"HZ","13","13","461f","CDI","O","C","ct_9",1360,"tr_6"
54605,"QA","67","67","525d","CDI","O","P","ct_8",561,"tr_6"
54611,"GZ","18","18","682a","CDI","O","C","ct_9",983,"tr_0"
54632,"QB","94","92","526a","CDI","O","C","ct_9",1440,"tr_3"
54637,"NZ","14","61","674c","TTP","O","C","ct_9",440,"tr_1"
54640,"KZ","69","69","542a","CDI","O","P","ct_8",1040,"tr_1"
54645,"CL","91","78","461d","CDI","O","C","ct_9",1787,"tr_6"
54659,"PZ","24","24","333a","CDI","O","C",NA,234,NA
54662,"QB","57","57","676a","AUT","X","P","ct_8",1451,"tr_5"
54663,"IZ","81","81","561c","CDI","O","P","ct_9",423,"tr_1"
54664,"QB","18","18","563a","CDI","O","N","ct_7",1761,"tr_1"
54698,"GZ","31","31","636a","CDI","O","P","ct_9",734,"tr_1"
54701,"PZ","25","25","451e","CDI","O","C","ct_1",1820,"tr_5"
54737,"QB","83","83","422a","CDI","O","P","ct_8",647,"tr_4"
54738,"FZ","78","95","643a","CDI","O","C","ct_9",1461,"tr_1"
54765,"PZ","49","49","423b","CDI","O","C",NA,131,NA
54767,"GZ","83","06","653a","CDI","O","C","ct_9",1624,"tr_1"
54772,"GZ","34","34","684a","CDI","O","C",NA,1507,NA
54785,"GZ","59","59","554a","CDI","O","C","ct_9",1820,"tr_6"
54790,"QB","72","72","526d","CDI","O","C","ct_8",1820,"tr_3"
54792,"CF","34","34","543f","CDI","O","C","ct_9",1907,"tr_5"
54812,"MB","06","30","451e","CDI","O","C","ct_1",1820,"tr_6"
54819,"FZ","88","88","632a","CDI","O","C","ct_6",1666,"tr_1"
54820,"TZ",NA,NA,"563c","CDI","O","C",NA,196,NA
54829,"NZ","91","75","632a","TTP","O","C","ct_9",1533,"tr_1"
54830,"OZ","30","30","524c","AUT","X","P","ct_2",1611,"tr_1"
54836,"HZ","56","35","641a","CDI","O","C","ct_9",2009,"tr_5"
54838,"TZ","75","75","563c","CDI","O","N","ct_7",448,"tr_1"
54844,"JB","13","13","461f","CDI","O","C","ct_9",1753,"tr_6"
54847,"NZ","95","94","684a","CDI","O","P","ct_9",2008,"tr_6"
54860,"FZ","77","75","681a","CDI","O","C","ct_9",1143,"tr_1"
54861,"FZ","93","93","632a","CDI","O","C","ct_9",1012,"tr_3"
54864,"GZ","74","74","551a","CDI","O","C","ct_9",1815,"tr_3"
54869,"HZ","22","35","641b","CDI","O","P","ct_9",742,"tr_4"
54883,"FZ","01","42","481b","CDI","O","C","ct_9",986,"tr_4"
54901,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
54904,"GZ","42","42","551a","CDI","O","P","ct_9",941,"tr_3"
54939,"HZ","25","25","641b","CDI","O","P","ct_9",592,"tr_4"
54953,"CE","38","38","625c","CDI","O","C","ct_9",1768,"tr_6"
54974,"HZ","44","44","652a","CDI","O","C","ct_9",1815,"tr_5"
54978,"FZ","94","94","632c","CDI","O","P","ct_9",767,"tr_1"
54979,"GZ","12","12","551a","CDI","O","C","ct_9",1901,"tr_5"
54990,"QA","62","62","461c","CDI","O","C","ct_8",1820,"tr_6"
54996,"GZ","37",NA,"543g","CDI","O","C","ct_9",1410,"tr_1"
54999,"HZ","69","69","451a","CDI","O","P","ct_9",956,"tr_6"
55016,"CB","75","93","675a","CDI","O","C","ct_9",284,"tr_0"
55021,"GZ","84","84","676a","CDI","O","C","ct_9",2200,"tr_1"
55028,"HZ","45","45","451a","CDI","O","P","ct_9",2186,"tr_3"
55035,"HZ","91","94","477a","CDI","O","C","ct_9",965,"tr_5"
55053,"GZ","72","72","625a","CDI","O","C","ct_9",1815,"tr_6"
55054,"QB","43","43","563b","CDI","O","C",NA,825,NA
55078,"NZ","46","24","684a","CDI","O","P","ct_9",651,"tr_5"
55094,"CA","02","02","676a","CDD","O","C","ct_9",300,"tr_1"
55105,"CA","69","69","674c","CDI","O","C","ct_9",1820,"tr_2"
55125,"CI","37","37","475b","CDI","O","C","ct_9",1825,"tr_5"
55129,"KZ","77","93","467b","CDI","O","P","ct_9",1459,"tr_5"
55142,"OZ","81","31","467d","CDI","O","P","ct_8",854,"tr_6"
55144,"PZ","86","86","422c","CDI","O","C","ct_8",449,"tr_6"
55155,"QA","67","67","542a","CDI","O","P","ct_9",1415,"tr_1"
55192,"FZ","40","40","633a","CDD","O","C","ct_9",1027,"tr_3"
55195,"MC","49","67","373d","CDI","O","C","ct_9",1817,"tr_4"
55196,"QA","33","33","526a","CDI","O","C","ct_3",1820,"tr_6"
55217,"QB","35","35","563a","CDI","O","N","ct_7",1269,"tr_1"
55293,"FZ","31","82","681b","CDI","O","C","ct_9",1673,"tr_1"
55299,"HZ","76","76","643a","CDI","O","C","ct_9",1964,"tr_2"
55310,"CM","58","58","627d","CDI","O","C","ct_9",1770,"tr_4"
55312,"QA","22","22","526b","CDI","O","C","ct_9",916,"tr_1"
55317,"CA","14","76","543f","CDI","O","C","ct_9",1468,"tr_3"
55323,"CH","74","74","623g","CDI","O","C","ct_9",1844,"tr_5"
55329,"QB","54","54","563a","CDI","O","N","ct_7",3000,"tr_1"
55339,"HZ","94","75","451a","CDI","O","C","ct_9",1789,"tr_3"
55349,"PZ","73","73","461b","CDI","O","P","ct_8",1547,"tr_3"
55356,"TZ",NA,NA,"563c","CDI","O","C",NA,460,NA
55363,"QB","86","86","632k","CDI","O","C","ct_8",531,"tr_4"
55387,"CH","38","38","673a","CDI","O","C","ct_9",926,"tr_3"
55410,"FZ","77","77","472c","CDI","O","C","ct_9",1820,"tr_1"
55412,"NZ","49","49","676a","CDI","O","C","ct_8",1795,"tr_4"
55433,"HZ","31","31","653a","CDI","O","C","ct_9",1708,"tr_4"
55437,"QB","06","06","563b","CDI","O","N","ct_7",596,"tr_1"
55440,"PZ","47","47","422a","CDI","O","C","ct_1",1820,"tr_3"
55448,"KZ","75","92","461d","CDI","O","C","ct_9",913,"tr_6"
55460,"HZ","37","37","641b","CDI","O","C","ct_9",1589,"tr_6"
55464,"CH","57","38","624f","CDI","O","C","ct_9",1774,"tr_5"
55485,"QA","85","85","526e","CDI","O","P","ct_9",1362,"tr_1"
55486,"QB","41","41","432d","CDI","O","P","ct_8",1573,"tr_3"
55488,"NZ","93","77","684a","CDD","O","P","ct_9",434,"tr_4"
55494,"PZ","73","73","564b","CDD","O","P","ct_1",1396,"tr_6"
55503,"CA","42","42","674a","CDI","O","C","ct_9",1983,"tr_5"
55504,"QB","92","75","526a","CDI","O","C","ct_8",1820,"tr_3"
55509,"QB","91","91","526d","CDI","O","C","ct_9",1836,"tr_4"
55518,"FZ","38","38","632g","CDI","O","C","ct_9",1449,"tr_1"
55522,"QB","17","17","632k","CDI","O","C","ct_8",1475,"tr_4"
55528,"QB","68","68","676e","AUT","X","C","ct_8",1820,"tr_5"
55529,"GZ","69","69","554h","CDI","O","P","ct_9",840,"tr_1"
55530,"NZ","75","75","543h","CDI","O","P","ct_9",230,"tr_3"
55531,"CM","44","35","625b","CDI","O","C","ct_9",1965,"tr_6"
55540,"MA","42","42","543g","CDI","O","C","ct_9",2200,"tr_3"
55541,"CM","70","70","675b","CDI","O","C","ct_9",1567,"tr_5"
55544,"CE","30","26","485a","CDI","O","C","ct_9",1763,"tr_6"
55551,"CA","85","85","676c","CDD","O","C","ct_9",672,"tr_6"
55556,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
55564,"QB","26","26","563a","CDI","O","N","ct_7",2699,"tr_1"
55574,"QA","22","22","526b","CDI","O","C","ct_9",916,"tr_1"
55587,"OZ","85","85","543g","CDI","O","C","ct_4",1699,"tr_3"
55592,"MA","14","14","542a","CDI","O","C","ct_9",1596,"tr_1"
55597,"CH","56","56","487a","CDI","O","C","ct_9",1924,"tr_2"
55604,"GZ","34","34","643a","CDD","O","C","ct_9",1356,"tr_4"
55605,"GZ","57","57","543b","CDI","O","P","ct_9",1244,"tr_1"
55620,"FZ","21","21","632j","CDI","O","C","ct_9",1775,"tr_3"
55629,"NZ","68","68","563c","CDI","O","C",NA,436,"tr_2"
55642,"OZ","73","73","524c","CDI","O","C",NA,142,NA
55644,"QB","77","77","423b","CDI","O","C","ct_8",1448,"tr_5"
55648,"GZ","68","68","433d","CDI","O","P","ct_9",607,"tr_2"
55649,"QB","59","59","563b","CDI","O","C",NA,278,NA
55655,"IZ","57","67","636d","CDI","O","P","ct_9",673,"tr_2"
55688,"FZ","92","94","621b","CDI","O","C","ct_9",1603,"tr_6"
55697,"PZ","95","95","543g","CDD","O","C","ct_8",1472,"tr_3"
55702,"HZ","16","87","641b","CDI","O","P","ct_9",521,"tr_4"
55716,"OZ","92","92","524c","CDI","O","C",NA,202,NA
55735,"OZ","14","14","523b","AUT","O","C","ct_1",1820,"tr_3"
55738,"QB","04","04","344a","CDI","O","C","ct_3",1820,"tr_5"
55739,"TZ","18","18","563c","AUT","O","C",NA,160,NA
55749,"CC","51","10","675b","CDI","O","C","ct_9",1390,"tr_4"
55763,"CM","56","22","624g","CDI","O","P","ct_9",605,"tr_1"
55800,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
55802,"QB","88","75","563b","CDI","O","P","ct_9",1410,"tr_5"
55804,"HZ","91","91","676c","CDI","O","C","ct_9",1673,"tr_3"
55815,"HZ","71","71","641a","CDI","O","C","ct_9",2020,"tr_2"
55837,"NZ","93","75","684a","CDI","O","P","ct_9",219,"tr_6"
55840,"KZ","42","42","467c","CDI","O","C","ct_8",1844,"tr_1"
55845,"NZ","60","60","684a","CDI","O","P","ct_9",1664,"tr_6"
55866,"QA","29","29","451h","CDI","O","C","ct_3",1820,"tr_6"
55870,"TZ","17","17","563c","CDI","O","N",NA,300,NA
55873,"FZ","69","01","474b","CDI","O","C","ct_9",1820,"tr_3"
55876,"TZ","40","40","563c","CDI","O","N","ct_7",1702,"tr_1"
55881,"CL","12","12","673c","CDI","O","C","ct_9",1730,"tr_6"
55882,"CB","59","59","652a","CDI","O","C","ct_9",1590,"tr_4"
55883,"TZ","83","92","563c","CDI","O","N","ct_7",1369,"tr_1"
55896,"MA","71","71","476b","CDI","O","C","ct_9",1523,"tr_5"
55903,"HZ","93","93","655a","CDI","O","C","ct_9",1974,"tr_5"
55908,"GZ","10","10","653a","CDI","O","C","ct_9",1643,"tr_1"
55909,"TZ","42","42","563c","CDI","O","N",NA,163,NA
55911,"QA","91","91","525d","CDI","O","C","ct_3",1820,"tr_6"
55915,"NZ","57","88","631a","CDI","O","C","ct_9",1540,"tr_3"
55919,"CE","04","04","475a","CDI","O","C","ct_9",1163,"tr_6"
55920,"GZ","84","84","433d","CDI","O","P","ct_9",930,"tr_1"
55932,"QA","13","13","332b","CDI","O","C","ct_3",2441,"tr_6"
55935,"OZ","80","80","335a","CDI","O","P",NA,NA,NA
55946,"GZ","66","66","553c","CDI","O","C","ct_9",1912,"tr_4"
55950,"QB","31","31","525d","CDI","O","P","ct_8",1038,"tr_4"
55980,"HZ","77","77","676c","CDI","O","C","ct_9",1672,"tr_4"
55981,"MA","37","49","431f","CDI","O","P","ct_8",1059,"tr_4"
55996,"KZ","71","71","545b","CDI","O","C","ct_9",2113,"tr_0"
56006,"QB","44","44","563a","CDD","O","P","ct_8",291,"tr_4"
56011,"QB","37","37","563b","CDI","O","N","ct_7",1832,"tr_1"
56021,"CA","35","56","484a","CDI","O","C","ct_9",95,"tr_6"
56046,"CG","28","28","475b","CDI","O","N","ct_9",1579,"tr_4"
56070,"QA","12","12","525d","CDI","O","C","ct_8",1820,"tr_6"
56075,"QA","69","69","542a","CDI","O","P","ct_9",419,"tr_5"
56094,"NZ","27","27","684a","CDD","O","C","ct_9",289,"tr_5"
56095,"QB","66","66","525d","CDI","O","C","ct_9",1820,"tr_4"
56097,"PZ","69","69","523b","CDI","O","P","ct_1",261,"tr_6"
56103,"IZ","13","13","636d","CDI","O","C",NA,167,NA
56105,"QA","34","34","431d","CDI","O","C","ct_9",455,"tr_1"
56106,"FZ","52","52","632a","CDI","O","C","ct_9",1572,"tr_1"
56127,"HZ","38","38","653a","CDI","O","P","ct_9",1387,"tr_5"
56134,"FZ","93","94","624d","CDI","O","C","ct_9",1708,"tr_4"
56138,"CK","54","54","477b","CDI","O","C","ct_9",1771,"tr_5"
56158,"MA","31","31","462e","CDI","O","P","ct_9",612,"tr_1"
56164,"CL","69","69","624c","CDI","O","C","ct_9",1844,"tr_6"
56166,"CC","58","58","476a","CDI","O","C","ct_9",1704,"tr_4"
56168,"CM","95","95","624e","CDI","O","C","ct_9",1176,"tr_4"
56170,"SZ","33","17","461f","CDI","O","P","ct_8",1830,"tr_1"
56180,"CB","71","71","485b","CDI","O","C","ct_9",1686,"tr_5"
56192,"FZ","47","47","543h","CDI","O","C","ct_9",1150,"tr_1"
56206,"HZ","57","57","641a","CDI","O","C","ct_9",2200,"tr_3"
56219,"OZ","45","45","545d","CDI","O","C","ct_8",2028,"tr_4"
56223,"GZ","95","95","652a","CDI","O","C","ct_9",1177,"tr_5"
56230,"QB","92","92","526a","CDI","O","C","ct_8",3000,"tr_4"
56236,"QA",NA,NA,"525d","CDI","O","C","ct_9",2052,"tr_4"
56245,"NZ","77","95","684a","CDI","O","P","ct_9",1473,"tr_5"
56259,"TZ","87","87","563a","CDI","O","N","ct_7",1190,"tr_1"
56273,"QB","50","50","526a","CDI","O","P","ct_8",2200,"tr_4"
56296,"HZ","38","38","641a","CDI","O","C","ct_9",2200,"tr_3"
56315,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
56322,"MA","69","69","626b","CDI","O","C","ct_9",1882,"tr_5"
56357,"OZ","81","81","523b","AUT","O","P","ct_1",758,"tr_2"
56359,"QB","13","13","543b","CDD","O","P","ct_8",500,"tr_2"
56362,"IZ","93","78","636d","CDI","O","P","ct_9",1074,"tr_1"
56370,"QB",NA,NA,"525d","CDI","O","P","ct_8",1564,"tr_3"
56372,"OZ","60","60","335a","CDI","O","C","ct_2",1820,"tr_6"
56374,"CG","33","33","476b","CDI","O","C","ct_9",897,"tr_2"
56399,"SZ","84","13","542a","CDI","O","C","ct_8",1062,"tr_3"
56401,"SZ","38","38","641b","CDD","O","P","ct_8",327,"tr_3"
56406,"NZ","87","87","628g","CDI","O","C","ct_9",1758,"tr_3"
56414,"CL","33","33","475b","CDI","O","C","ct_9",1137,"tr_6"
56430,"NZ","28","28","691e","CDI","O","C","ct_8",1052,"tr_2"
56433,"GZ","38","38","634a","CDI","O","C","ct_9",1867,"tr_2"
56438,"OZ","62","62","525a","AUT","O","C","ct_2",1516,"tr_2"
56448,"CH","24","24","623g","CDI","O","C","ct_9",983,"tr_3"
56451,"FZ",NA,NA,"632f","CDI","O","C","ct_9",1813,"tr_1"
56457,"HZ","80","80","641a","CDI","O","C","ct_6",1898,"tr_1"
56468,"QB","49","49","525d","CDI","O","P","ct_8",1129,"tr_6"
56473,"CM","86","86","674a","CDI","O","C","ct_9",1834,"tr_3"
56483,"GZ","34","34","433d","CDI","O","P","ct_9",1654,"tr_1"
56487,"FZ","91","91","632g","CDI","O","C","ct_9",354,"tr_3"
56492,"CA","59","59","625f","CDI","O","C","ct_9",1365,"tr_6"
56497,"KZ","44","44","467b","CDI","O","P","ct_9",1138,"tr_3"
56498,"GZ","89","89","554c","CDI","O","C","ct_9",1435,"tr_0"
56504,"QB","31","31","542a","CDI","O","C","ct_8",1880,"tr_4"
56522,"QA","75","75","526b","CDI","O","C","ct_9",1820,"tr_3"
56547,"HZ",NA,NA,"641a","CDI","O","C","ct_9",1100,"tr_1"
56568,"QA","54","54","525d","CDD","O","C","ct_9",1301,"tr_6"
56576,"CH","51","93","543g","CDI","O","C","ct_9",1421,"tr_3"
56581,"SZ","81","81","542a","CDI","O","C","ct_8",1820,"tr_1"
56588,"PZ","28","28","421b","AUT","O","C","ct_2",1213,"tr_2"
56607,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
56613,"CA","51","51","554c","CDI","O","C","ct_9",1680,"tr_5"
56614,"CH","67","67","676c","CDI","O","C","ct_9",1743,"tr_5"
56622,"QB","62","62","526a","CDI","O","C","ct_8",166,"tr_4"
56646,"LZ","07","07","564a","CDI","O","C","ct_9",1680,"tr_1"
56649,"IZ","95","95","636d","CDI","O","C","ct_9",618,"tr_6"
56654,"PZ","17","17","422e","CDI","O","P","ct_8",1638,"tr_5"
56666,"QB","35","35","563a","CDD","O","P","ct_9",484,"tr_3"
56670,"NZ","56","56","564a","CDI","O","P","ct_8",2009,"tr_1"
56677,"FZ","93","93","621b","CDI","O","C","ct_9",1532,"tr_2"
56681,"OZ","45","45","563a","AUT","O","C","ct_2",1789,"tr_6"
56691,"KZ","33","33","542a","CDI","O","C","ct_9",1821,"tr_1"
56692,"NZ","24","33","684a","CDI","O","C",NA,268,"tr_1"
56693,"NZ","17","17","684a","CDD","O","P","ct_9",806,"tr_6"
56711,"NZ","84","84","431f","TTP","O","C","ct_9",338,"tr_1"
56713,"GZ","62","62","554f","CDI","O","C","ct_8",1379,"tr_1"
56718,"NZ","77","77","684a","CDI","O","C","ct_9",1562,"tr_5"
56723,"EZ","91","95","621e","CDI","O","C","ct_9",1622,"tr_3"
56737,"QA","64","64","525d","AUT","O","N",NA,222,NA
56765,"SZ","33","33","564b","CDI","O","P","ct_8",874,"tr_1"
56771,"FZ","93","93","681a","CDI","O","P","ct_9",433,"tr_0"
56778,"NZ","69","69","684a","CDI","O","C","ct_9",1773,"tr_1"
56779,"JC","93","95","388a","CDI","O","C","ct_9",2002,"tr_6"
56780,"NZ","93","75","684a","CDI","O","P","ct_8",1802,"tr_1"
56788,"GZ","32","32","463e","CDI","O","C","ct_9",1705,"tr_1"
56789,"QB","38","38","434f","CDI","O","C","ct_8",1820,"tr_6"
56823,"OZ","82","31","525b","CDI","O","C",NA,152,NA
56835,"FZ","51","51","632a","CDI","O","C","ct_9",1820,"tr_1"
56837,"KZ","45","45","543h","CDI","O","C","ct_9",607,"tr_6"
56839,"QA","53","53","433a","CDI","O","C","ct_9",1804,"tr_2"
56846,"IZ","31","31","636d","CDI","O","C","ct_9",1166,"tr_1"
56853,"HZ","69","69","487a","CDI","O","C","ct_9",1757,"tr_4"
56854,"SZ","75","75","542a","CDI","O","C","ct_8",1652,"tr_3"
56855,"SZ","92","75","461d","CDI","O","C","ct_8",1820,"tr_6"
56876,"GZ","62","62","653a","CDI","O","C","ct_9",1875,"tr_5"
56882,"SZ","77","77","643a","CDI","O","C","ct_9",1810,"tr_2"
56889,"QB","07","07","434a","CDI","O","C","ct_9",1771,"tr_4"
56893,"QB","39","39","525d","CDI","O","C","ct_9",1353,"tr_4"
56903,"QB","76","76","563b","CDI","O","C","ct_9",1852,"tr_0"
56919,"CB","88","88","627b","CDI","O","C","ct_9",1573,"tr_4"
56923,"TZ","47","47","563c","CDI","O","C",NA,420,NA
56926,"CG","24","24","625c","CDI","O","C","ct_9",1526,"tr_6"
56945,"CK","69","69","483a","CDI","O","C","ct_9",2200,"tr_6"
56951,"CA","63","63","674b","CDI","O","C","ct_9",1668,"tr_5"
56953,"PZ","75","75","451g","CDI","O","C",NA,462,NA
56972,"HZ","91","91","521a","CDI","O","C","ct_9",1810,"tr_6"
56977,"QA","30","34","525d","CDI","O","C","ct_9",152,"tr_6"
56987,"QB","80","80","676e","CDI","O","C","ct_8",1460,"tr_5"
56999,"QA","11","11","526e","CDI","O","C","ct_9",1919,"tr_3"
57010,"GZ","60","77","461c","CDI","O","C","ct_9",1785,"tr_3"
57011,"QA","67","67","525d","CDI","O","C","ct_8",1580,"tr_6"
57030,"PZ","94","75","523b","TOA","O","C","ct_1",1820,"tr_6"
57032,"QB","33","33","434f","CDI","O","C","ct_8",1775,"tr_5"
57036,"CB","95","75","627b","CDI","O","C","ct_9",1388,"tr_3"
57043,"PZ",NA,NA,"525a","CDI","O","P","ct_8",1335,"tr_3"
57051,"FZ","06","06","632a","CDI","O","C","ct_9",1816,"tr_2"
57053,"GZ","04","04","652a","CDI","O","C","ct_9",588,"tr_5"
57056,"HZ","91","77","642b","CDI","O","C",NA,397,NA
57058,"QB","75","75","526c","CDI","O","C","ct_8",1547,"tr_5"
57059,"FZ","33","33","632a","CDI","O","C","ct_9",1658,"tr_1"
57060,"FZ","85","85","542a","CDI","O","C","ct_9",1782,"tr_3"
57062,"GZ","84","84","676c","CDI","O","C","ct_9",1857,"tr_4"
57087,"CA","35","35","625g","CDI","O","C","ct_9",1687,"tr_6"
57097,"CL","51","51","624c","CDI","O","C","ct_9",1818,"tr_5"
57102,"CH","87","87","673a","CDI","O","C","ct_9",1782,"tr_4"
57125,"PZ","69","69","341a","CDI","O","C","ct_8",1820,"tr_4"
57130,"FZ","95","95","382a","CDI","O","C","ct_9",938,"tr_1"
57131,"SZ","85","85","564b","CDI","O","P","ct_8",2063,"tr_1"
57147,"GZ","56","56","676c","CDI","O","C","ct_9",1774,"tr_3"
57149,"FZ","86","64","621c","CDI","O","C","ct_9",1513,"tr_4"
57158,"CM","39","01","463b","CDI","O","C","ct_9",194,"tr_0"
57167,"MB","94","92","479a","CDI","O","C","ct_5",1835,"tr_6"
57182,"CM","38","38","623f","CDI","O","C","ct_9",1883,"tr_5"
