primary_key,working_hours,job_dep,job_desc,Employee_count,EMPLOYER_TYPE,JOB_CATEGORY,Remuneration,Type_of_contract,eco_sect,Work_condition
42983,1771,"92","388d","tr_6","ct_9","O",98986,"CDI","JC","C"
42989,595,"92","384a","tr_6","ct_9","O",10974,"CDI","KZ","C"
42991,595,"49","463c","tr_3","ct_9","A",2365,"APP","GZ","C"
42992,1990,"49","641a","tr_3","ct_9","O",23208,"CDI","CG","C"
42993,1597,"49","684a","tr_1","ct_9","O",13847,"CDI","MA","P"
42997,278,"49","563a",NA,NA,"O",2337,"CDI","TZ","C"
42998,1955,"49","676c","tr_5","ct_9","O",22939,"CDI","GZ","C"
43006,1771,"49","543c","tr_1","ct_9","O",21268,"CDI","MA","C"
43014,1820,"49","625d","tr_6","ct_9","O",23653,"CDI","CA","C"
43021,1807,"49","627d","tr_4","ct_9","O",20490,"CDI","CM","C"
43024,1722,"49","481b","tr_5","ct_9","O",27124,"CDI","FZ","C"
43025,1450,"49","435b","tr_3","ct_8","O",17006,"CDI","QB","P"
43030,1833,"49","431f","tr_6","ct_3","O",20056,"CDD","QA","C"
43034,1829,"49","332b","tr_6","ct_3","O",29511,"CDI","QA","C"
43035,1848,"49","526a","tr_4","ct_8","O",24081,"CDI","QA","C"
43042,1820,"49","541b","tr_5","ct_5","O",19126,"CDI","LZ","C"
43048,355,"49","545d","tr_6","ct_8","O",11906,"CDI","OZ","C"
43054,704,"49","684a","tr_3","ct_9","O",7776,"CDI","NZ","C"
43055,1738,"49","482a","tr_2","ct_9","O",22466,"CDI","CM","C"
43062,1608,"18","385b","tr_5","ct_9","A",13620,"APP","GZ","C"
43069,1905,"69","382a","tr_6","ct_9","O",32631,"CDI","MA","C"
43070,1834,"49","433a","tr_5","ct_1","O",29009,"CDI","QA","C"
43080,1328,"49","431f","tr_4","ct_9","O",18760,"CDI","QB","P"
43081,1776,"44","674d","tr_5","ct_9","O",18749,"CDI","CH","C"
43082,1048,"30","374d","tr_4","ct_9","O",34192,"CDI","GZ","C"
43085,1096,"49","311d","tr_4","ct_8","O",22797,"CDI","QB","P"
43099,988,"49","563b","tr_3","ct_8","O",9136,"CDI","QB","P"
43104,304,"50","563b",NA,NA,"O",2458,"AUT","QB","C"
43121,1701,"50","676c","tr_6","ct_9","O",24404,"CDI","CL","C"
43123,1819,"50","674a","tr_3","ct_9","O",22543,"CDI","CG","C"
43124,1820,"50","333f","tr_6","ct_3","O",60698,"CDI","QA","C"
43126,1820,"76","534a","tr_6","ct_9","O",21280,"CDI","NZ","C"
43135,1547,"50","525a","tr_5","ct_8","O",12289,"CDI","QB","P"
43148,1515,"50","543f","tr_1","ct_9","O",22749,"CDI","CM","C"
43149,1690,"50","462b","tr_2","ct_9","O",24899,"CDI","GZ","C"
43153,1559,"50","523c","tr_4","ct_2","O",16815,"AUT","OZ","P"
43156,1820,"50","625b","tr_4","ct_8","O",22029,"CDI","MA","C"
43157,1547,"50","525a","tr_5","ct_8","O",13997,"CDI","QB","P"
43163,1744,"50","467a","tr_1","ct_9","O",32084,"CDI","KZ","C"
43164,652,"50","632d","tr_1","ct_9","O",7294,"TTP","NZ","N"
43170,857,"50","691b","tr_5","ct_8","O",7752,"CDI","NZ","P"
43182,1771,"35","634c","tr_1","ct_9","O",20224,"CDI","GZ","C"
43200,1820,"50","524c","tr_1","ct_2","O",18231,"AUT","OZ","C"
43209,1818,"50","431f","tr_6","ct_3","O",21333,"CDD","QA","C"
43217,1410,"50","552a","tr_3","ct_9","O",13217,"CDI","GZ","P"
43221,1628,"50","621e","tr_3","ct_9","O",16073,"CDI","FZ","C"
43229,1503,"50","542a","tr_3","ct_8","O",18260,"CDI","QA","C"
43233,1820,"35","543f","tr_1","ct_6","O",14727,"CDI","GZ","C"
43243,1733,"50","625a","tr_6","ct_9","O",24176,"CDI","CE","C"
43246,1958,"50","551a","tr_4","ct_9","O",17268,"CDI","GZ","C"
43249,172,"50","676e","tr_1","ct_8","X",1844,"AUT","MA","P"
43250,1723,"50","552a","tr_1","ct_9","O",14864,"CDI","GZ","C"
43258,2054,"50","474c","tr_6","ct_9","O",27302,"CDI","MA","C"
43259,1822,"50","473c","tr_3","ct_9","O",15734,"CDI","CM","C"
43260,1792,"50","674d","tr_3","ct_9","O",18708,"CDI","CH","C"
43283,374,"50","475a","tr_5","ct_9","O",7137,"CDI","MA","C"
43285,1798,"50","423a","tr_1","ct_9","O",26443,"CDI","PZ","C"
43289,1925,"50","387c","tr_6","ct_9","O",61801,"CDI","CJ","C"
43294,1267,"50","542a","tr_5","ct_9","O",13094,"CDI","NZ","C"
43298,1820,"50","525d","tr_6","ct_9","O",25343,"CDI","QA","C"
43303,1205,"50","424a","tr_1","ct_8","O",12054,"CDI","RZ","P"
43308,1748,"50","625a","tr_6","ct_9","O",24683,"CDD","CE","C"
43319,1768,"50","632e","tr_1","ct_9","O",22403,"CDI","FZ","C"
43324,1483,"50","462b","tr_2","ct_9","O",18969,"CDI","GZ","C"
43329,1229,"50","551a","tr_3","ct_9","O",13270,"CDI","GZ","P"
43330,1543,"50","684a","tr_5","ct_8","O",12626,"CDI","QB","C"
43335,834,"50","525d","tr_5","ct_8","O",7206,"CDI","QB","P"
43337,1795,"50","641a","tr_6","ct_9","O",20574,"CDI","CK","C"
43341,1676,"50","474b","tr_6","ct_9","O",28729,"CDI","CL","C"
43342,1517,"50","633a","tr_0","ct_6","A",8603,"APP","FZ","C"
43343,1632,"50","636b","tr_2","ct_9","O",18238,"CDI","CA","C"
43356,1493,"50","551a","tr_1","ct_9","O",19035,"TTP","NZ","C"
43358,1660,"50","461e","tr_1","ct_9","O",24044,"CDI","MA","C"
43360,1898,"50","486e","tr_6","ct_9","O",41948,"CDI","CE","C"
43363,832,"50","434f","tr_5","ct_8","O",13058,"CDI","QB","P"
43364,1722,"50","683a","tr_1","ct_9","A",12542,"APP","CA","C"
43367,1859,"50","621f","tr_5","ct_2","O",18879,"AUT","OZ","C"
43369,284,"50","623e","tr_6","ct_9","O",3760,"CDI","CK","C"
43370,866,"50","682a","tr_1","ct_9","A",7876,"APP","GZ","C"
43372,564,"50","563b","tr_5","ct_8","O",6032,"CDI","QB","P"
43375,1915,"69","353b","tr_1","ct_8","O",25494,"CDI","RZ","C"
43379,1553,"50","676c","tr_4","ct_9","O",14709,"CDI","HZ","C"
43390,1820,"50","462e","tr_1","ct_9","O",35099,"CDI","CI","C"
43391,536,"50","551a","tr_2","ct_9","O",5064,"CDD","CA","C"
43405,1167,"50","432d","tr_3","ct_9","O",11964,"CDI","SZ","C"
43408,1638,"50","431f","tr_6","ct_3","O",25740,"AUT","QA","P"
43414,1941,"50","341a","tr_4","ct_8","O",39225,"CDI","PZ","C"
43416,1822,"50","521a","tr_4","ct_9","O",18392,"CDI","HZ","C"
43420,1890,"28","676c","tr_6","ct_8","O",26179,"CDI","KZ","C"
43429,1455,"50","526a","tr_6","ct_3","O",22442,"AUT","QA","P"
43434,884,"50","621f","tr_1","ct_2","O",6938,"AUT","OZ","P"
43443,1820,"50","421b","tr_2","ct_2","O",28731,"AUT","PZ","C"
43445,1820,"50","472b","tr_2","ct_9","O",28009,"CDI","FZ","C"
43446,1798,"50","551a","tr_0","ct_9","O",21500,"CDI","CH","C"
43455,2088,"50","473b","tr_6","ct_9","O",40774,"CDI","DZ","C"
43460,2028,"50","653a","tr_4","ct_9","O",26726,"CDI","CL","C"
43462,1820,"50","564a","tr_4","ct_9","O",23991,"CDI","LZ","C"
43467,1701,"50","653a","tr_4","ct_9","O",22805,"CDI","EZ","C"
43469,1820,"14","637d","tr_6","ct_9","O",18970,"CDI","NZ","C"
43472,1786,"50","625d","tr_6","ct_9","O",29696,"CDI","CA","P"
43473,2200,"50","526a","tr_4","ct_8","O",18626,"CDI","QB","P"
43480,585,"50","674c","tr_5","ct_9","O",5611,"TOA","CA","C"
43487,904,"50","561c","tr_2","ct_9","A",8774,"APP","IZ","C"
43503,1439,"50","461e","tr_6","ct_9","A",8040,"APP","CJ","C"
43509,1784,"50","623g","tr_2","ct_9","O",25724,"CDI","CH","C"
43537,656,"50","554e","tr_1","ct_9","O",6971,"CDD","GZ","P"
43550,1669,"50","621a","tr_2","ct_9","O",20729,"CDI","FZ","C"
43554,1720,"50","676e","tr_1","ct_9","O",25373,"TTP","NZ","C"
43558,1617,"50","431a","tr_5","ct_9","O",25504,"CDI","QA","P"
43559,1849,"50","388b","tr_5","ct_9","O",25008,"CDI","JC","C"
43579,1855,"50","674c","tr_1","ct_9","O",16752,"CDI","CA","C"
43586,1827,"50","463d","tr_2","ct_9","O",27376,"CDI","CM","C"
43593,1631,"50","475b","tr_6","ct_9","O",17055,"CDI","CA","C"
43594,1427,"50","676c","tr_1","ct_9","O",14272,"TTP","NZ","C"
43598,1442,"50","675c","tr_5","ct_8","X",7878,"AUT","QB","C"
43602,2370,"50","484a","tr_5","ct_9","O",31834,"CDI","CG","C"
43611,1114,"50","684a","tr_5","ct_9","O",9303,"CDI","NZ","P"
43613,1820,"50","477b","tr_6","ct_9","O",24406,"CDI","MA","C"
43615,2200,"14","641a","tr_6","ct_9","O",24201,"CDI","HZ","C"
43619,1820,"50","386d","tr_6","ct_9","O",53274,"CDI","DZ","C"
43630,1765,"50","543h","tr_0","ct_9","O",24646,"CDI","FZ","C"
43634,1460,"50","521a","tr_4","ct_9","O",16056,"CDI","HZ","P"
43635,1820,"50","461b","tr_4","ct_8","O",25536,"CDI","QA","C"
43636,1154,"50","681b","tr_1","ct_6","A",9374,"APP","FZ","C"
43648,2067,"50","466a","tr_4","ct_9","O",24711,"CDI","HZ","C"
43653,1820,"50","421b","tr_2","ct_2","O",22436,"AUT","PZ","C"
43654,1035,"50","561d","tr_1","ct_9","O",5735,"CDI","IZ","P"
43662,1820,"50","431a","tr_6","ct_3","O",36972,"AUT","QA","C"
43670,779,"50","485a","tr_6","ct_9","O",41700,"CDI","CE","C"
43671,1469,"50","632g","tr_3","ct_9","O",20448,"CDI","FZ","C"
43686,1461,"50","521a","tr_4","ct_9","O",14954,"CDI","HZ","P"
43692,1719,"50","486d","tr_3","ct_9","O",39013,"CDI","HZ","C"
43697,1118,"50","341b","tr_5","ct_8","O",33986,"CDI","PZ","C"
43701,1820,"50","341a","tr_3","ct_8","O",38859,"CDI","PZ","C"
43710,1849,"50","461b","tr_5","ct_1","O",19009,"CDD","PZ","C"
43711,1972,"50","372d","tr_2","ct_5","O",33506,"CDI","PZ","C"
43712,1668,"50","551a","tr_5","ct_9","O",15171,"CDI","GZ","P"
43718,1820,"50","526a","tr_6","ct_3","O",19679,"CDD","QA","C"
43721,1819,"50","563b","tr_6","ct_2","O",16872,"AUT","OZ","C"
43724,1166,"50","387c","tr_6","ct_9","O",28987,"CDI","MA","P"
43736,3000,"50","384a","tr_6","ct_9","O",74615,"CDI","CE","C"
43742,1792,"50","485a","tr_3","ct_9","O",33444,"CDI","DZ","C"
43744,531,"50","526a","tr_2","ct_8","O",5646,"CDI","QA","P"
43747,1958,"50","627c","tr_6","ct_9","O",36493,"CDI","CB","C"
43748,1603,"50","563a","tr_1","ct_7","O",4655,"CDI","QB","N"
43766,1948,"50","543b","tr_1","ct_9","O",19838,"CDI","CM","C"
43783,1922,"50","526a","tr_3","ct_8","O",21503,"CDI","QB","C"
43785,1820,"50","373d","tr_1","ct_9","O",32831,"CDI","NZ","C"
43788,2391,"50","461f","tr_3","ct_4","O",28538,"CDI","SZ","C"
43789,1820,"50","421b","tr_1","ct_2","O",31801,"AUT","PZ","C"
43794,1820,"50","342f","tr_1","ct_9","O",58741,"AUT","KZ","N"
43795,1820,"50","333f","tr_6","ct_2","O",26032,"CDI","OZ","C"
43799,369,"50","676c","tr_3","ct_9","O",5262,"CDI","NZ","P"
43804,1213,"50","422e","tr_3","ct_1","O",8059,"AUT","PZ","C"
43805,157,"50","676c","tr_3","ct_9","O",1150,"CDI","GZ","C"
43806,1818,"50","534a","tr_6","ct_9","O",34596,"CDI","CE","C"
43809,1792,"50","674d","tr_3","ct_9","O",18399,"CDI","CH","C"
43813,1820,"14","641a","tr_6","ct_9","O",29820,"CDI","HZ","C"
43822,800,"50","543f","tr_1","ct_9","O",7663,"CDI","LZ","P"
43846,1835,"50","433d","tr_2","ct_9","O",24231,"CDI","GZ","C"
43848,352,"50","464a","tr_3","ct_9","O",4574,"CDI","RZ","C"
43851,1820,"50","421b","tr_2","ct_8","O",28682,"CDI","PZ","C"
43855,1115,"50","432d","tr_3","ct_8","O",14800,"CDI","QB","C"
43864,502,"50","563c",NA,NA,"O",5032,"CDI","TZ","C"
43866,1292,"50","433d","tr_1","ct_9","O",16529,"CDI","GZ","P"
43879,1697,"50","623b","tr_1","ct_9","O",20610,"CDI","CM","C"
43882,1976,"50","484a","tr_3","ct_9","O",38326,"CDI","CA","C"
43888,1259,"51","385a","tr_5","ct_9","O",78341,"CDI","NZ","C"
43895,1669,"51","534a","tr_2","ct_9","O",18758,"CDI","NZ","C"
43907,2057,"51","628c","tr_5","ct_9","O",25538,"CDI","CH","C"
43910,790,"75","534a","tr_4","ct_9","O",6388,"CDI","NZ","P"
43913,1559,"51","478a","tr_2","ct_8","X",35351,"CDI","NZ","C"
43920,1456,"51","434b","tr_4","ct_8","O",18819,"CDI","QA","P"
43923,1300,"51","422b","tr_3","ct_8","O",19488,"CDI","PZ","P"
43925,2065,"08","423b","tr_6","ct_2","O",31322,"AUT","OZ","C"
43926,1820,"51","376d","tr_6","ct_9","O",55614,"CDI","KZ","C"
43939,544,"51","551a","tr_2","ct_9","O",5352,"CDI","GZ","P"
43940,1895,"51","628a","tr_4","ct_9","O",27896,"CDI","CA","C"
43959,3000,"51","563a","tr_1","ct_7","O",23112,"CDI","QB","N"
43960,1976,"51","652a","tr_4","ct_9","O",20259,"CDI","NZ","C"
43968,2088,"51","641a","tr_5","ct_9","O",31193,"CDI","HZ","C"
43977,1461,"51","545a","tr_1","ct_9","O",21144,"CDI","KZ","C"
43982,2023,"51","475a","tr_4","ct_9","O",20168,"CDI","MA","C"
43985,544,"51","551a","tr_2","ct_9","O",4634,"CDI","GZ","P"
43988,1214,"51","563c",NA,NA,"O",11189,"CDI","TZ","C"
43998,1820,"77","382c","tr_4","ct_9","O",39166,"CDI","HZ","C"
44003,1820,"51","524b","tr_6","ct_1","O",37026,"CDD","PZ","C"
44007,2028,"51","542a","tr_1","ct_9","O",26637,"CDI","CH","C"
44015,1799,"51","461f","tr_2","ct_9","O",66779,"CDI","LZ","C"
44016,1708,"51","684a","tr_3","ct_9","O",21503,"CDI","LZ","C"
44019,1772,"51","526e","tr_4","ct_9","O",15367,"CDI","QA","C"
44020,1215,"51","675c","tr_1","ct_9","O",17643,"CDI","CC","C"
44031,1660,"51","433d","tr_2","ct_9","O",22088,"CDI","GZ","C"
44058,1870,"51","624f","tr_4","ct_9","O",14224,"CDI","CK","C"
44065,725,"51","626b","tr_5","ct_9","O",8612,"CDI","CH","P"
44073,1264,"51","461f","tr_5","ct_9","O",21394,"CDI","IZ","C"
44082,1313,"51","526a","tr_5","ct_3","O",12065,"CDI","QB","P"
44088,1834,"51","674c","tr_5","ct_9","O",34174,"CDI","CA","C"
44094,2082,"51","333f","tr_6","ct_2","O",29486,"CDI","OZ","P"
44115,1856,"51","477b","tr_1","ct_9","O",29206,"CDI","GZ","C"
44119,1547,"51","461e","tr_4","ct_9","O",30137,"CDI","KZ","C"
44129,663,"51","676a","tr_2","ct_9","O",5260,"TOA","GZ","C"
44135,1742,"52","676c","tr_6","ct_9","O",21662,"CDI","CH","C"
44140,1332,"51","563b","tr_4","ct_8","O",15669,"CDI","QB","P"
44164,1658,"51","376e","tr_4","ct_9","O",30600,"CDI","KZ","C"
44168,1827,"51","628a","tr_5","ct_9","O",35687,"CDI","CA","C"
44170,1800,"51","634c","tr_2","ct_9","O",34441,"CDI","GZ","C"
44171,1820,"51","421b","tr_1","ct_8","O",27141,"CDI","PZ","C"
44173,1999,"51","477d","tr_4","ct_9","O",27422,"CDI","GZ","C"
44189,466,"51","563c","tr_1","ct_9","O",4212,"CDI","QB","P"
44195,1726,"51","628b","tr_3","ct_9","O",22059,"CDI","FZ","C"
44196,1696,"10","461f","tr_6","ct_9","O",40182,"CDI","DZ","C"
44207,1105,"51","423b","tr_3","ct_8","O",14940,"CDI","PZ","P"
44220,1819,"51","523c","tr_6","ct_2","O",27837,"CDI","OZ","C"
44224,1418,"02","472c","tr_3","ct_9","O",19906,"CDI","FZ","C"
44228,1849,"51","521a","tr_6","ct_9","O",19793,"CDI","HZ","C"
44229,506,"51","628b","tr_1","ct_9","O",9283,"CDI","CM","P"
44232,978,"51","435b","tr_3","ct_8","O",9181,"AUT","QB","N"
44243,1358,"51","554c","tr_1","ct_9","O",32158,"CDI","GZ","C"
44244,1383,"51","524c","tr_6","ct_2","O",15032,"CDD","OZ","P"
44250,1439,"02","543e","tr_4","ct_9","O",22510,"CDI","HZ","C"
44252,1820,"94","388c","tr_6","ct_9","O",59042,"CDI","KZ","C"
44263,1925,"69","462a","tr_6","ct_9","O",57796,"CDI","CE","C"
44267,1820,"51","421b","tr_4","ct_8","O",25198,"CDI","PZ","C"
44269,1904,"51","551a","tr_4","ct_9","O",20484,"CDI","GZ","C"
44271,1820,"51","561b","tr_1","ct_9","O",15435,"CDI","IZ","C"
44275,1981,"51","641a","tr_5","ct_9","O",22819,"CDI","HZ","C"
44289,2304,"92","431f","tr_4","ct_3","O",39316,"CDI","QB","C"
44311,965,"44","477b","tr_3","ct_9","O",17373,"CDI","GZ","C"
44314,1820,"51","373a","tr_6","ct_8","O",40932,"CDI","KZ","C"
44316,1792,"51","676a","tr_5","ct_9","O",19621,"CDI","HZ","C"
44319,2187,"51","341b","tr_3","ct_8","O",31144,"CDI","PZ","P"
44320,1721,"51","691c","tr_1","ct_6","O",17087,"CDI","NZ","C"
44329,1834,"51","674c","tr_5","ct_9","O",34873,"CDI","CA","C"
44339,1640,"51","434a","tr_5","ct_8","O",29735,"CDI","QB","C"
44343,1821,"51","485a","tr_4","ct_9","O",28601,"CDI","DZ","C"
44344,2028,"36","532a","tr_6","ct_1","O",25959,"AUT","OZ","C"
44346,NA,"36","532c","tr_6","ct_1","O",11210,"AUT","OZ","N"
44353,1970,"51","487b","tr_3","ct_9","O",28794,"CDI","GZ","C"
44355,1669,"51","625g","tr_3","ct_9","O",19242,"CDI","CA","C"
44357,205,"51","671c","tr_1","ct_9","O",2147,"TTP","NZ","N"
44367,1820,"51","564a","tr_1","ct_8","O",27356,"CDI","NZ","C"
44368,208,"54","534a","tr_5","ct_9","O",3603,"CDI","HZ","N"
44369,428,"51","474c","tr_1","ct_9","O",3459,"TTP","NZ","C"
44380,292,"51","563b","tr_6","ct_8","O",7573,"CDI","QB","P"
44386,2013,"77","561e","tr_4","ct_9","O",6142,"CDI","IZ","C"
44392,1638,"51","675a","tr_5","ct_9","O",13040,"CDI","CB","C"
44398,1794,"51","551a","tr_3","ct_9","O",19159,"CDI","GZ","C"
44414,1820,"57","451e","tr_5","ct_1","O",47524,"CDI","MB","C"
44416,1254,"51","554a","tr_1","ct_9","O",11140,"CDI","CA","C"
44417,1456,"51","373c","tr_2","ct_8","O",24628,"CDI","QB","P"
44425,1820,"51","563b","tr_3","ct_9","O",15549,"CDI","IZ","C"
44426,133,"51","554c",NA,NA,"O",1392,"TTP","GZ","C"
44436,2077,"51","487a","tr_1","ct_9","O",34893,"CDI","GZ","C"
44438,1981,"51","641a","tr_5","ct_9","O",23993,"CDI","HZ","C"
44443,1504,"51","552a","tr_5","ct_9","O",13949,"CDI","GZ","C"
44445,1369,"51","422c","tr_3","ct_8","O",14819,"CDI","PZ","C"
44455,1820,"51","344d","tr_1","ct_9","O",45156,"CDI","GZ","C"
44456,1256,"51","561b","tr_2","ct_9","O",13420,"CDI","IZ","C"
44464,151,"62","684a","tr_4",NA,"O",1128,"CDI","NZ","C"
44465,1879,"51","461f","tr_4","ct_9","O",41939,"CDI","LZ","C"
44466,1799,"51","676c","tr_5","ct_9","O",28817,"CDI","CA","C"
44469,124,"51","643a",NA,NA,"O",1426,"AUT","HZ","C"
44479,1624,"51","462e","tr_3","ct_9","O",29052,"CDI","FZ","C"
44484,1850,"51","477a","tr_3","ct_9","O",38068,"CDI","NZ","C"
44485,1784,"51","526e","tr_4","ct_9","O",17734,"CDI","QA","C"
44489,1572,"51","641b","tr_6","ct_9","O",27698,"CDI","HZ","C"
44500,1557,"51","542a","tr_3","ct_9","O",15508,"CDI","HZ","P"
44501,446,"51","674c","tr_1","ct_9","O",4628,"CDI","CA","C"
44504,1575,"51","628a","tr_1","ct_9","O",13724,"CDI","CM","C"
44508,1820,"51","472d","tr_5","ct_5","O",34645,"CDI","LZ","C"
44510,1666,"51","625g","tr_1","ct_9","O",23078,"CDI","MA","C"
44513,1820,"51","423b","tr_3","ct_8","O",21206,"CDI","MA","C"
44516,1465,"51","551a","tr_1","ct_9","O",17878,"CDI","GZ","C"
44519,1639,"51","554a","tr_1","ct_9","O",16310,"CDI","CA","C"
44526,455,"67","675b","tr_3","ct_9","A",3062,"APP","FZ","C"
44528,1539,"51","553b","tr_4","ct_9","O",17722,"CDI","GZ","C"
44538,1967,"51","534a","tr_5","ct_9","O",22737,"CDI","NZ","C"
44540,2200,"51","526e","tr_3","ct_9","O",25611,"CDI","QA","C"
44555,1478,"51","652a","tr_6","ct_9","O",25605,"CDI","CK","C"
44557,1820,"51","563b","tr_3","ct_2","O",20973,"AUT","QB","C"
44566,1849,"51","521a","tr_6","ct_9","O",19295,"CDI","HZ","C"
44574,1041,"51","675b","tr_5","ct_9","O",8333,"CDI","CC","C"
44579,1890,"51","534a","tr_5","ct_9","O",19375,"CDI","NZ","C"
44580,1201,"51","525d","tr_4","ct_9","O",13123,"CDI","QB","P"
44581,978,"51","525d","tr_4","ct_8","O",12005,"CDI","QB","C"
44593,1226,"51","525b","tr_6","ct_2","O",12540,"CDI","OZ","P"
44595,1560,"51","333f","tr_6","ct_2","O",26306,"CDI","OZ","P"
44601,1820,"51","423b","tr_3","ct_8","O",34354,"CDI","PZ","C"
44602,1438,"51","563b","tr_1","ct_9","O",14189,"CDI","QB","P"
44610,1179,"51","526c","tr_3","ct_8","O",12868,"CDI","QB","C"
44613,1213,"51","462b","tr_3","ct_9","O",19176,"CDI","GZ","C"
44615,1771,"51","546c","tr_3","ct_9","O",29020,"CDI","HZ","C"
44616,1820,"51","674c","tr_6","ct_9","O",26307,"CDI","CA","C"
44620,1820,"51","525b","tr_4","ct_8","O",14580,"CDI","PZ","C"
44632,192,"77","621c","tr_1",NA,"O",2551,"CDI","NZ","P"
44638,2200,"51","641a","tr_3","ct_9","O",29530,"CDI","HZ","C"
44640,1403,"51","681a","tr_2","ct_9","O",14548,"TTP","NZ","C"
44642,1990,"51","431f","tr_5","ct_9","O",26974,"CDI","QA","C"
44645,1828,"51","422c","tr_4","ct_8","O",19827,"CDI","QB","C"
44654,863,"51","434d","tr_6","ct_2","O",8155,"CDD","OZ","C"
44656,1820,"67","534a","tr_6","ct_9","O",18878,"CDI","NZ","C"
44658,1670,"51","534b","tr_4","ct_9","O",28956,"CDI","NZ","C"
44664,1807,"52","461c","tr_2","ct_9","O",22635,"CDI","EZ","C"
44666,1236,"51","555a","tr_5","ct_9","O",11165,"CDI","NZ","P"
44671,1842,"51","421b","tr_2","ct_2","O",35723,"AUT","PZ","C"
44672,1553,"51","434a","tr_3","ct_8","O",12601,"CDI","QB","P"
44677,1794,"51","551a","tr_3","ct_9","O",18524,"CDI","GZ","C"
44681,397,"51","636d","tr_1","ct_9","O",3346,"CDI","IZ","C"
44689,135,"51","691d",NA,NA,"O",2696,"CDD","CA","C"
44692,1882,"51","634a","tr_3","ct_9","O",24944,"CDI","GZ","C"
44694,1603,"36","532a","tr_6","ct_1","O",13823,"AUT","OZ","P"
44697,1615,"51","561d","tr_4","ct_9","O",19954,"CDI","IZ","C"
44707,1416,"51","563b","tr_3","ct_9","O",18280,"CDI","QB","P"
44720,928,"51","563b","tr_5","ct_2","O",9883,"AUT","QB","P"
44721,2402,"57","534a","tr_6","ct_9","O",25620,"CDI","NZ","C"
44725,399,"51","526a","tr_3","ct_8","O",6154,"CDI","QB","C"
44726,1307,"51","543b","tr_5","ct_9","O",18474,"CDI","CE","P"
44729,674,"51","676a","tr_5","ct_9","O",9101,"CDI","GZ","C"
44730,1739,"51","671c","tr_5","ct_9","O",24790,"CDI","FZ","C"
44749,1771,"51","461b","tr_3","ct_9","O",27330,"CDI","FZ","C"
44750,652,"51","451a","tr_6","ct_9","O",10279,"CDI","HZ","P"
44752,1850,"52","626b","tr_3","ct_9","O",36978,"CDI","CG","C"
44753,194,"51","641a",NA,NA,"O",3839,"CDI","HZ","C"
44767,1638,"52","461d","tr_3","ct_8","O",26104,"CDI","MA","P"
44779,950,"21","684a","tr_5","ct_9","O",9738,"CDI","NZ","P"
44812,890,"52","561b","tr_1","ct_9","O",9374,"CDI","IZ","P"
44821,1705,"52","681a","tr_3","ct_9","O",15617,"CDI","FZ","C"
44829,131,"52","563b",NA,NA,"O",1111,"CDI","QB","P"
44830,1863,"10","691e","tr_3","ct_9","O",48466,"CDI","CA","C"
44837,1203,"52","682a","tr_3","ct_9","A",9519,"APP","GZ","C"
44846,1619,"55","623f","tr_5","ct_9","O",23989,"CDI","CH","C"
44859,1545,"46","542a","tr_1","ct_9","O",14854,"CDI","IZ","C"
44860,1512,"52","633a","tr_3","ct_9","O",16177,"CDI","FZ","C"
44867,1710,"52","478a","tr_6","ct_9","O",37922,"CDI","CM","C"
44871,1819,"52","424a","tr_3","ct_2","O",18026,"CDI","RZ","C"
44875,125,"52","561c",NA,NA,"O",1800,"CDI","IZ","C"
44881,1518,"52","674a","tr_6","ct_9","O",19578,"CDI","CG","C"
44890,701,"52","477b","tr_3","ct_9","A",4672,"APP","HZ","C"
44893,1673,"51","462e","tr_4","ct_9","O",16320,"CDI","MA","C"
44918,1114,"52","432d","tr_3","ct_8","O",11266,"CDI","QB","P"
44919,1124,"52","525a","tr_5","ct_2","O",11690,"CDD","OZ","P"
44924,1820,"52","433d","tr_1","ct_9","O",22468,"CDI","GZ","C"
44931,1390,"68","462b","tr_6","ct_9","O",31506,"CDI","GZ","C"
44932,1275,"52","526a","tr_4","ct_8","O",13585,"CDI","QB","P"
44957,924,"52","623a","tr_6","ct_9","O",13436,"CDI","CH","C"
44966,1768,"52","483a","tr_6","ct_9","O",28262,"CDI","CK","C"
44968,2095,"52","462b","tr_4","ct_9","O",37327,"CDI","GZ","C"
44973,2095,"52","462b","tr_4","ct_9","O",35467,"CDI","GZ","C"
44983,1456,"52","526b","tr_1","ct_9","O",21493,"CDI","QA","P"
44989,1820,"52","524b","tr_2","ct_1","O",14213,"CDD","PZ","C"
44996,617,"52","685a","tr_3","ct_9","O",3536,"TOA","SZ","P"
45022,1820,"53","674e","tr_5","ct_9","O",29397,"CDI","CC","C"
45029,1828,"53","526d","tr_3","ct_8","O",20808,"CDI","QB","C"
45031,1762,"53","543g","tr_3","ct_8","O",25657,"CDI","MA","C"
45036,1820,"53","641a","tr_2","ct_9","O",24426,"CDI","GZ","C"
45038,1648,"53","461d","tr_3","ct_9","O",25575,"CDI","MA","P"
45039,1973,"53","643a","tr_3","ct_9","O",16776,"CDI","HZ","C"
45041,1820,"53","526a","tr_6","ct_3","O",18568,"CDI","QA","C"
45043,1616,"53","676a","tr_4","ct_9","O",21758,"CDI","GZ","C"
45049,1467,"72","462b","tr_4","ct_9","O",24978,"CDI","GZ","C"
45051,1815,"53","674a","tr_6","ct_9","O",22122,"CDI","CC","C"
45054,2000,"53","633c","tr_1","ct_9","O",24878,"CDI","GZ","C"
