primary_key,Club
37853,"CLUB117"
37857,"CLUB126"
37887,"CLUB105"
37888,"CLUB245"
37896,"CLUB413"
37902,"CLUB105"
37918,"CLUB403"
37936,"CLUB413"
37951,"CLUB106"
37957,"CLUB403"
37962,"CLUB218"
37972,"CLUB402"
37990,"CLUB134"
37995,"CLUB115"
38008,"CLUB132"
38033,"CLUB111"
38036,"CLUB115"
38039,"CLUB111"
38041,"CLUB123"
38042,"CLUB401"
38049,"CLUB111"
38060,"CLUB602"
38095,"CLUB135"
38102,"CLUB413"
38121,"CLUB413"
38123,"CLUB132"
38128,"CLUB125"
38129,"CLUB205"
38131,"CLUB123"
38134,"CLUB111"
38138,"CLUB101"
38140,"CLUB132"
38160,"CLUB111"
38180,"CLUB128"
38186,"CLUB132"
38195,"CLUB111"
38199,"CLUB103"
38210,"CLUB602"
38239,"CLUB109"
38242,"CLUB111"
38303,"CLUB404"
38320,"CLUB403"
38332,"CLUB602"
38371,"CLUB602"
38380,"CLUB124"
38390,"CLUB604"
38405,"CLUB249"
38411,"CLUB404"
38419,"CLUB132"
38425,"CLUB105"
38441,"CLUB108"
38444,"CLUB117"
38467,"CLUB103"
38470,"CLUB111"
38495,"CLUB420"
38497,"CLUB202"
38517,"CLUB109"
38537,"CLUB132"
38554,"CLUB111"
38570,"CLUB420"
38595,"CLUB132"
38611,"CLUB604"
38620,"CLUB113"
38637,"CLUB107"
38659,"CLUB123"
38660,"CLUB115"
38662,"CLUB252"
38667,"CLUB101"
38669,"CLUB243"
38699,"CLUB221"
38755,"CLUB242"
38776,"CLUB107"
38795,"CLUB402"
38800,"CLUB601"
38820,"CLUB111"
38843,"CLUB413"
38847,"CLUB132"
38866,"CLUB123"
38868,"CLUB123"
38876,"CLUB113"
38877,"CLUB111"
38887,"CLUB245"
38892,"CLUB602"
38902,"CLUB413"
38913,"CLUB115"
38927,"CLUB101"
38928,"CLUB101"
38936,"CLUB401"
38941,"CLUB103"
38953,"CLUB242"
38989,"CLUB107"
39006,"CLUB114"
39026,"CLUB413"
39028,"CLUB111"
39035,"CLUB604"
39047,"CLUB222"
39086,"CLUB413"
39116,"CLUB111"
39123,"CLUB103"
39128,"CLUB128"
39137,"CLUB111"
39142,"CLUB202"
39143,"CLUB123"
39165,"CLUB413"
39172,"CLUB604"
39190,"CLUB132"
39191,"CLUB402"
39242,"CLUB129"
39244,"CLUB111"
39252,"CLUB134"
39253,"CLUB413"
39263,"CLUB132"
39269,"CLUB413"
39288,"CLUB103"
39299,"CLUB108"
39311,"CLUB218"
39322,"CLUB111"
39332,"CLUB415"
39364,"CLUB111"
39384,"CLUB123"
39431,"CLUB122"
39435,"CLUB108"
39460,"CLUB111"
39477,"CLUB108"
39510,"CLUB103"
39536,"CLUB403"
39537,"CLUB242"
39538,"CLUB125"
39561,"CLUB111"
39568,"CLUB403"
39596,"CLUB111"
39604,"CLUB114"
39610,"CLUB205"
39615,"CLUB101"
39617,"CLUB245"
39627,"CLUB128"
39635,"CLUB111"
39639,"CLUB109"
39647,"CLUB602"
39669,"CLUB105"
39683,"CLUB111"
39686,"CLUB111"
39687,"CLUB245"
39702,"CLUB245"
39711,"CLUB111"
39716,"CLUB111"
39725,"CLUB403"
39739,"CLUB403"
39746,"CLUB221"
39747,"CLUB221"
39757,"CLUB124"
39780,"CLUB123"
39783,"CLUB242"
39789,"CLUB602"
39795,"CLUB123"
39804,"CLUB127"
39820,"CLUB111"
39822,"CLUB105"
39826,"CLUB402"
39843,"CLUB111"
39860,"CLUB403"
39865,"CLUB105"
39886,"CLUB132"
39887,"CLUB132"
39895,"CLUB413"
39903,"CLUB111"
39909,"CLUB221"
39919,"CLUB111"
39920,"CLUB103"
39921,"CLUB111"
39939,"CLUB111"
39940,"CLUB101"
39945,"CLUB133"
39954,"CLUB605"
39959,"CLUB124"
39996,"CLUB242"
40000,"CLUB254"
40014,"CLUB115"
40020,"CLUB105"
40029,"CLUB109"
40034,"CLUB111"
40055,"CLUB101"
40136,"CLUB403"
40138,"CLUB123"
40144,"CLUB402"
40153,"CLUB413"
40175,"CLUB420"
40185,"CLUB245"
40189,"CLUB403"
40191,"CLUB111"
40207,"CLUB221"
40214,"CLUB123"
40230,"CLUB125"
40237,"CLUB245"
40239,"CLUB403"
40248,"CLUB413"
40251,"CLUB132"
40253,"CLUB125"
40257,"CLUB111"
40273,"CLUB413"
40307,"CLUB124"
40330,"CLUB107"
40343,"CLUB111"
40365,"CLUB135"
40371,"CLUB103"
40379,"CLUB125"
40389,"CLUB101"
40405,"CLUB109"
40420,"CLUB245"
40431,"CLUB134"
40455,"CLUB243"
40462,"CLUB119"
40470,"CLUB115"
40500,"CLUB134"
40508,"CLUB132"
40510,"CLUB132"
40512,"CLUB111"
40533,"CLUB420"
40548,"CLUB501"
40558,"CLUB119"
40563,"CLUB106"
40572,"CLUB109"
40574,"CLUB603"
40586,"CLUB114"
40631,"CLUB420"
40632,"CLUB602"
40643,"CLUB604"
40658,"CLUB127"
40688,"CLUB403"
40700,"CLUB402"
40701,"CLUB111"
40705,"CLUB242"
40708,"CLUB105"
40718,"CLUB402"
40719,"CLUB254"
40723,"CLUB402"
40726,"CLUB136"
40747,"CLUB136"
40753,"CLUB102"
40757,"CLUB113"
40759,"CLUB420"
40763,"CLUB245"
40780,"CLUB105"
40788,"CLUB134"
40793,"CLUB402"
40799,"CLUB123"
40819,"CLUB420"
40838,"CLUB242"
40875,"CLUB123"
40885,"CLUB420"
40908,"CLUB133"
40928,"CLUB132"
40932,"CLUB242"
40954,"CLUB254"
40966,"CLUB221"
40974,"CLUB111"
40978,"CLUB245"
40982,"CLUB123"
41000,"CLUB403"
41003,"CLUB133"
41021,"CLUB111"
41049,"CLUB102"
41068,"CLUB114"
41070,"CLUB402"
41097,"CLUB133"
41118,"CLUB401"
41130,"CLUB109"
41139,"CLUB233"
41152,"CLUB111"
41164,"CLUB133"
41187,"CLUB413"
41195,"CLUB101"
41207,"CLUB113"
41220,"CLUB242"
41228,"CLUB242"
41229,"CLUB119"
41231,"CLUB111"
41260,"CLUB133"
41266,"CLUB218"
41267,"CLUB402"
41269,"CLUB111"
41274,"CLUB402"
41277,"CLUB124"
41282,"CLUB124"
41285,"CLUB402"
41289,"CLUB125"
41306,"CLUB133"
41308,"CLUB105"
41311,"CLUB111"
41314,"CLUB101"
41368,"CLUB242"
41373,"CLUB125"
41381,"CLUB111"
41383,"CLUB123"
41392,"CLUB117"
41416,"CLUB105"
41417,"CLUB221"
41425,"CLUB101"
41453,"CLUB109"
41458,"CLUB105"
41465,"CLUB604"
41467,"CLUB242"
41473,"CLUB413"
41495,"CLUB243"
41582,"CLUB109"
41601,"CLUB245"
41607,"CLUB216"
41635,"CLUB133"
41638,"CLUB133"
41659,"CLUB403"
41689,"CLUB111"
41692,"CLUB503"
41699,"CLUB101"
41728,"CLUB242"
41735,"CLUB413"
41741,"CLUB245"
41742,"CLUB219"
41750,"CLUB401"
41762,"CLUB111"
41763,"CLUB402"
41764,"CLUB404"
41765,"CLUB602"
41768,"CLUB402"
41779,"CLUB111"
41790,"CLUB111"
41818,"CLUB111"
41834,"CLUB242"
41851,"CLUB111"
41860,"CLUB111"
41863,"CLUB109"
41875,"CLUB420"
41893,"CLUB124"
41916,"CLUB418"
41925,"CLUB418"
41938,"CLUB111"
41943,"CLUB420"
41944,"CLUB418"
41945,"CLUB249"
41955,"CLUB109"
41998,"CLUB219"
42034,"CLUB218"
42064,"CLUB101"
42127,"CLUB119"
42161,"CLUB115"
42162,"CLUB106"
42168,"CLUB401"
42171,"CLUB101"
42218,"CLUB114"
42231,"CLUB218"
42260,"CLUB602"
42268,"CLUB111"
42284,"CLUB134"
42287,"CLUB404"
42308,"CLUB109"
42334,"CLUB105"
42337,"CLUB420"
42432,"CLUB111"
42443,"CLUB111"
42445,"CLUB123"
42469,"CLUB115"
42473,"CLUB602"
42510,"CLUB242"
42514,"CLUB105"
42526,"CLUB113"
42531,"CLUB105"
42535,"CLUB123"
42539,"CLUB111"
42547,"CLUB105"
42565,"CLUB245"
42579,"CLUB113"
42627,"CLUB123"
42643,"CLUB242"
42660,"CLUB105"
42674,"CLUB402"
42675,"CLUB101"
42682,"CLUB105"
42686,"CLUB132"
42688,"CLUB602"
42697,"CLUB111"
42700,"CLUB602"
42708,"CLUB111"
42721,"CLUB413"
42722,"CLUB124"
42726,"CLUB123"
42739,"CLUB103"
42750,"CLUB113"
42763,"CLUB111"
42796,"CLUB115"
42801,"CLUB602"
42802,"CLUB123"
42809,"CLUB111"
42811,"CLUB111"
42832,"CLUB111"
42844,"CLUB602"
42846,"CLUB117"
42891,"CLUB115"
42893,"CLUB221"
42909,"CLUB105"
42918,"CLUB604"
42926,"CLUB109"
42947,"CLUB108"
42955,"CLUB123"
42956,"CLUB111"
43025,"CLUB242"
43055,"CLUB132"
43062,"CLUB115"
43069,"CLUB111"
43092,"CLUB111"
43106,"CLUB402"
43108,"CLUB402"
43161,"CLUB115"
43162,"CLUB109"
43163,"CLUB402"
43170,"CLUB258"
43172,"CLUB113"
43185,"CLUB402"
43209,"CLUB111"
43215,"CLUB123"
43226,"CLUB117"
43233,"CLUB113"
43243,"CLUB111"
43245,"CLUB108"
43258,"CLUB106"
43271,"CLUB101"
43273,"CLUB113"
43298,"CLUB111"
43309,"CLUB111"
43324,"CLUB221"
43328,"CLUB604"
43342,"CLUB115"
43358,"CLUB115"
43359,"CLUB604"
43370,"CLUB133"
43375,"CLUB134"
43379,"CLUB132"
43388,"CLUB113"
43393,"CLUB101"
43429,"CLUB108"
43443,"CLUB402"
43446,"CLUB124"
43448,"CLUB402"
43455,"CLUB109"
43456,"CLUB402"
43463,"CLUB134"
43467,"CLUB101"
43485,"CLUB115"
43525,"CLUB132"
43528,"CLUB111"
43568,"CLUB115"
43581,"CLUB115"
43602,"CLUB243"
43611,"CLUB109"
43613,"CLUB115"
43617,"CLUB133"
43632,"CLUB233"
43634,"CLUB242"
43637,"CLUB113"
43659,"CLUB233"
43717,"CLUB602"
43726,"CLUB123"
43738,"CLUB604"
43742,"CLUB266"
43748,"CLUB101"
43777,"CLUB123"
43792,"CLUB402"
43793,"CLUB402"
43801,"CLUB123"
43836,"CLUB218"
43850,"CLUB402"
43863,"CLUB115"
43872,"CLUB111"
43881,"CLUB129"
43882,"CLUB128"
43893,"CLUB420"
43895,"CLUB123"
43896,"CLUB245"
43908,"CLUB420"
43913,"CLUB111"
43918,"CLUB111"
43926,"CLUB105"
43936,"CLUB134"
43960,"CLUB125"
43967,"CLUB126"
43975,"CLUB218"
43990,"CLUB125"
43991,"CLUB245"
44013,"CLUB604"
44015,"CLUB221"
44026,"CLUB602"
44043,"CLUB115"
44073,"CLUB233"
44077,"CLUB221"
44089,"CLUB245"
44094,"CLUB101"
44135,"CLUB132"
44146,"CLUB420"
44151,"CLUB604"
44169,"CLUB602"
44195,"CLUB101"
44206,"CLUB126"
44281,"CLUB403"
44330,"CLUB111"
44333,"CLUB115"
44344,"CLUB111"
44357,"CLUB123"
44358,"CLUB221"
44368,"CLUB113"
44371,"CLUB403"
44392,"CLUB123"
44398,"CLUB101"
44404,"CLUB107"
44407,"CLUB245"
44436,"CLUB111"
44442,"CLUB127"
44450,"CLUB134"
44470,"CLUB604"
44492,"CLUB604"
44501,"CLUB101"
44530,"CLUB105"
44537,"CLUB604"
44540,"CLUB105"
44557,"CLUB403"
44575,"CLUB125"
44585,"CLUB109"
44600,"CLUB127"
44639,"CLUB206"
44645,"CLUB402"
44667,"CLUB101"
44676,"CLUB109"
44677,"CLUB125"
44688,"CLUB111"
44693,"CLUB132"
44694,"CLUB111"
44709,"CLUB410"
44721,"CLUB131"
44730,"CLUB111"
44736,"CLUB403"
44745,"CLUB103"
44779,"CLUB109"
44783,"CLUB413"
44820,"CLUB129"
44825,"CLUB123"
44846,"CLUB242"
44860,"CLUB111"
44871,"CLUB109"
44883,"CLUB123"
44907,"CLUB261"
44918,"CLUB402"
44924,"CLUB101"
44963,"CLUB602"
44978,"CLUB123"
44982,"CLUB124"
44987,"CLUB503"
44990,"CLUB111"
45022,"CLUB111"
45029,"CLUB420"
45031,"CLUB103"
45036,"CLUB125"
45045,"CLUB413"
45049,"CLUB124"
45097,"CLUB404"
45100,"CLUB124"
45102,"CLUB123"
45114,"CLUB101"
45115,"CLUB115"
45127,"CLUB111"
45135,"CLUB129"
45140,"CLUB109"
45141,"CLUB109"
45143,"CLUB109"
45177,"CLUB404"
45202,"CLUB404"
45208,"CLUB115"
45229,"CLUB602"
45231,"CLUB111"
45234,"CLUB127"
45248,"CLUB245"
45266,"CLUB604"
45278,"CLUB420"
45283,"CLUB134"
45287,"CLUB108"
45290,"CLUB242"
45292,"CLUB123"
45327,"CLUB404"
45337,"CLUB111"
45342,"CLUB111"
45346,"CLUB123"
45351,"CLUB127"
45379,"CLUB404"
45386,"CLUB245"
45433,"CLUB402"
45435,"CLUB125"
45444,"CLUB242"
45445,"CLUB119"
45447,"CLUB404"
45459,"CLUB111"
45468,"CLUB604"
45500,"CLUB404"
45512,"CLUB111"
45513,"CLUB111"
45514,"CLUB218"
45528,"CLUB604"
45537,"CLUB413"
45542,"CLUB111"
45556,"CLUB133"
45564,"CLUB109"
45575,"CLUB402"
45598,"CLUB242"
45632,"CLUB138"
45652,"CLUB221"
45662,"CLUB133"
45672,"CLUB601"
45692,"CLUB109"
45705,"CLUB125"
45733,"CLUB122"
45758,"CLUB111"
45759,"CLUB119"
45785,"CLUB111"
45806,"CLUB245"
45858,"CLUB111"
45884,"CLUB123"
45905,"CLUB418"
45925,"CLUB219"
45926,"CLUB111"
45931,"CLUB245"
45949,"CLUB403"
45979,"CLUB218"
45983,"CLUB242"
46027,"CLUB117"
46054,"CLUB133"
46056,"CLUB210"
46080,"CLUB111"
46103,"CLUB602"
46104,"CLUB403"
46111,"CLUB111"
46112,"CLUB413"
46135,"CLUB601"
46151,"CLUB601"
46171,"CLUB111"
46231,"CLUB221"
46268,"CLUB219"
46284,"CLUB127"
46295,"CLUB245"
46302,"CLUB219"
46326,"CLUB204"
46332,"CLUB601"
46343,"CLUB245"
46365,"CLUB119"
46421,"CLUB101"
46446,"CLUB134"
46451,"CLUB109"
46463,"CLUB604"
46588,"CLUB124"
46610,"CLUB413"
46625,"CLUB134"
46646,"CLUB413"
46656,"CLUB111"
46663,"CLUB602"
46674,"CLUB402"
46694,"CLUB420"
46705,"CLUB109"
46716,"CLUB420"
46724,"CLUB106"
46725,"CLUB123"
46736,"CLUB420"
46748,"CLUB111"
46753,"CLUB403"
46758,"CLUB209"
46795,"CLUB109"
46804,"CLUB604"
46830,"CLUB413"
46849,"CLUB105"
46862,"CLUB119"
46863,"CLUB604"
46864,"CLUB117"
46866,"CLUB111"
46884,"CLUB125"
46886,"CLUB602"
46909,"CLUB123"
46911,"CLUB124"
46947,"CLUB111"
46953,"CLUB111"
46966,"CLUB123"
46969,"CLUB111"
46973,"CLUB602"
46982,"CLUB133"
46988,"CLUB221"
46989,"CLUB105"
47022,"CLUB602"
47054,"CLUB403"
47056,"CLUB128"
47063,"CLUB115"
47064,"CLUB123"
47069,"CLUB109"
47098,"CLUB125"
47100,"CLUB111"
47140,"CLUB243"
47175,"CLUB103"
47204,"CLUB114"
47216,"CLUB103"
47229,"CLUB114"
47242,"CLUB117"
47299,"CLUB123"
47306,"CLUB217"
47353,"CLUB111"
47368,"CLUB111"
47369,"CLUB111"
47376,"CLUB115"
47392,"CLUB201"
47404,"CLUB126"
47409,"CLUB420"
47415,"CLUB602"
47436,"CLUB245"
47442,"CLUB245"
47474,"CLUB111"
47475,"CLUB109"
47477,"CLUB111"
47486,"CLUB101"
47503,"CLUB117"
47521,"CLUB133"
47536,"CLUB117"
47543,"CLUB127"
47595,"CLUB111"
47597,"CLUB105"
47635,"CLUB403"
47636,"CLUB205"
47649,"CLUB133"
47670,"CLUB125"
47681,"CLUB602"
47691,"CLUB134"
47696,"CLUB258"
47730,"CLUB107"
47731,"CLUB103"
47746,"CLUB111"
47756,"CLUB111"
47769,"CLUB221"
47778,"CLUB249"
47779,"CLUB213"
47786,"CLUB132"
47795,"CLUB136"
47809,"CLUB111"
47819,"CLUB135"
47836,"CLUB402"
47871,"CLUB111"
47887,"CLUB132"
47902,"CLUB267"
47923,"CLUB218"
47926,"CLUB501"
47940,"CLUB403"
47956,"CLUB108"
47960,"CLUB128"
47963,"CLUB403"
47981,"CLUB602"
48056,"CLUB124"
48060,"CLUB105"
48061,"CLUB602"
48096,"CLUB123"
48113,"CLUB602"
48125,"CLUB133"
48126,"CLUB132"
48132,"CLUB420"
48133,"CLUB109"
48135,"CLUB242"
48145,"CLUB124"
48187,"CLUB111"
48231,"CLUB115"
48251,"CLUB117"
48253,"CLUB209"
48254,"CLUB132"
48259,"CLUB101"
48261,"CLUB136"
48262,"CLUB403"
48273,"CLUB129"
48282,"CLUB604"
48284,"CLUB403"
48292,"CLUB105"
48298,"CLUB109"
48309,"CLUB111"
48324,"CLUB221"
48325,"CLUB111"
48332,"CLUB111"
48341,"CLUB109"
48345,"CLUB117"
48362,"CLUB111"
48372,"CLUB114"
48405,"CLUB115"
48411,"CLUB129"
48414,"CLUB132"
48415,"CLUB113"
48417,"CLUB111"
48424,"CLUB111"
48471,"CLUB604"
48475,"CLUB111"
48481,"CLUB242"
48490,"CLUB242"
48559,"CLUB109"
48570,"CLUB123"
48604,"CLUB101"
48609,"CLUB125"
48612,"CLUB413"
48626,"CLUB242"
48628,"CLUB221"
48651,"CLUB111"
48706,"CLUB106"
48711,"CLUB113"
48716,"CLUB242"
48721,"CLUB132"
48734,"CLUB127"
48754,"CLUB402"
48804,"CLUB413"
48818,"CLUB125"
48820,"CLUB123"
48840,"CLUB111"
48862,"CLUB604"
48897,"CLUB402"
48916,"CLUB138"
48927,"CLUB111"
48939,"CLUB604"
48955,"CLUB252"
48961,"CLUB105"
48974,"CLUB123"
49045,"CLUB111"
49046,"CLUB109"
49143,"CLUB111"
49148,"CLUB111"
49155,"CLUB111"
49184,"CLUB111"
49215,"CLUB206"
49243,"CLUB126"
49274,"CLUB132"
49279,"CLUB125"
49287,"CLUB111"
49311,"CLUB105"
49327,"CLUB403"
49345,"CLUB111"
49353,"CLUB602"
49380,"CLUB111"
49405,"CLUB402"
49430,"CLUB113"
49449,"CLUB111"
49460,"CLUB403"
49485,"CLUB109"
49486,"CLUB604"
49509,"CLUB111"
49521,"CLUB123"
49551,"CLUB403"
49553,"CLUB111"
49592,"CLUB111"
49708,"CLUB125"
49712,"CLUB604"
49764,"CLUB128"
49775,"CLUB221"
49792,"CLUB111"
49793,"CLUB213"
49848,"CLUB123"
49849,"CLUB413"
49862,"CLUB417"
49897,"CLUB135"
49907,"CLUB402"
49913,"CLUB245"
49915,"CLUB221"
49921,"CLUB403"
49931,"CLUB111"
49944,"CLUB120"
49950,"CLUB402"
49973,"CLUB123"
49993,"CLUB267"
50023,"CLUB404"
50052,"CLUB111"
50098,"CLUB602"
50101,"CLUB602"
50111,"CLUB601"
50121,"CLUB117"
50127,"CLUB125"
50148,"CLUB402"
50150,"CLUB404"
50168,"CLUB604"
50169,"CLUB403"
50231,"CLUB111"
50235,"CLUB111"
50244,"CLUB111"
50275,"CLUB209"
50280,"CLUB111"
50368,"CLUB133"
50380,"CLUB133"
50387,"CLUB109"
50420,"CLUB123"
50428,"CLUB129"
50452,"CLUB123"
50473,"CLUB134"
50496,"CLUB242"
50531,"CLUB109"
50532,"CLUB116"
50556,"CLUB101"
50578,"CLUB602"
50584,"CLUB123"
50590,"CLUB111"
50600,"CLUB206"
50613,"CLUB129"
50639,"CLUB111"
50648,"CLUB402"
50684,"CLUB605"
50686,"CLUB109"
50693,"CLUB403"
50702,"CLUB105"
50724,"CLUB111"
50735,"CLUB109"
50739,"CLUB222"
50745,"CLUB111"
50771,"CLUB402"
50801,"CLUB115"
50824,"CLUB105"
50882,"CLUB109"
50908,"CLUB214"
50924,"CLUB602"
50959,"CLUB111"
50988,"CLUB111"
51008,"CLUB410"
51016,"CLUB124"
51036,"CLUB109"
51038,"CLUB602"
51047,"CLUB111"
51055,"CLUB123"
51062,"CLUB403"
51064,"CLUB420"
51071,"CLUB125"
51083,"CLUB111"
51097,"CLUB105"
51155,"CLUB132"
51162,"CLUB117"
51177,"CLUB242"
51188,"CLUB111"
51215,"CLUB602"
51227,"CLUB604"
51262,"CLUB111"
51268,"CLUB218"
51272,"CLUB105"
51292,"CLUB413"
51324,"CLUB114"
51415,"CLUB103"
51435,"CLUB110"
51439,"CLUB111"
51445,"CLUB605"
51460,"CLUB134"
51461,"CLUB111"
51493,"CLUB602"
51499,"CLUB133"
51512,"CLUB242"
51520,"CLUB111"
51540,"CLUB105"
51543,"CLUB135"
51556,"CLUB602"
51559,"CLUB111"
51575,"CLUB111"
51603,"CLUB602"
51689,"CLUB116"
51695,"CLUB209"
51697,"CLUB252"
51707,"CLUB402"
51716,"CLUB125"
51736,"CLUB132"
51758,"CLUB403"
51767,"CLUB602"
51816,"CLUB134"
51819,"CLUB601"
51840,"CLUB123"
51867,"CLUB402"
51892,"CLUB125"
51918,"CLUB116"
51932,"CLUB132"
51933,"CLUB116"
51934,"CLUB221"
51938,"CLUB105"
51947,"CLUB115"
51987,"CLUB604"
51988,"CLUB601"
52020,"CLUB402"
52034,"CLUB132"
52073,"CLUB111"
52081,"CLUB125"
52087,"CLUB117"
52124,"CLUB123"
52126,"CLUB105"
52142,"CLUB111"
52182,"CLUB602"
52198,"CLUB125"
52212,"CLUB111"
52245,"CLUB111"
52252,"CLUB221"
52279,"CLUB602"
52284,"CLUB103"
52290,"CLUB125"
52298,"CLUB113"
52328,"CLUB133"
52352,"CLUB113"
52365,"CLUB123"
52366,"CLUB602"
52367,"CLUB403"
52404,"CLUB128"
52417,"CLUB111"
52489,"CLUB133"
52530,"CLUB111"
52534,"CLUB105"
52559,"CLUB602"
52572,"CLUB402"
52588,"CLUB111"
52619,"CLUB124"
52633,"CLUB111"
52677,"CLUB111"
52678,"CLUB101"
52693,"CLUB109"
52702,"CLUB501"
52709,"CLUB111"
52726,"CLUB117"
52734,"CLUB123"
52784,"CLUB602"
52832,"CLUB413"
52850,"CLUB111"
52852,"CLUB111"
52883,"CLUB115"
52898,"CLUB218"
52901,"CLUB111"
52904,"CLUB242"
52905,"CLUB109"
52929,"CLUB111"
52938,"CLUB115"
52942,"CLUB601"
52976,"CLUB602"
53036,"CLUB605"
53061,"CLUB403"
53097,"CLUB111"
53111,"CLUB111"
53117,"CLUB116"
53124,"CLUB123"
53139,"CLUB267"
53148,"CLUB602"
53156,"CLUB221"
53175,"CLUB105"
53179,"CLUB413"
53199,"CLUB420"
53240,"CLUB413"
53245,"CLUB127"
53258,"CLUB111"
53267,"CLUB601"
53271,"CLUB111"
53281,"CLUB134"
53282,"CLUB602"
53301,"CLUB111"
53310,"CLUB413"
53312,"CLUB111"
53317,"CLUB111"
53361,"CLUB129"
53385,"CLUB402"
53405,"CLUB602"
53407,"CLUB119"
53452,"CLUB124"
53456,"CLUB111"
53513,"CLUB602"
53516,"CLUB226"
53525,"CLUB111"
53551,"CLUB602"
53558,"CLUB111"
53559,"CLUB111"
53612,"CLUB124"
53630,"CLUB105"
53647,"CLUB114"
53649,"CLUB129"
53657,"CLUB267"
53659,"CLUB261"
53669,"CLUB111"
53697,"CLUB243"
53700,"CLUB123"
53729,"CLUB601"
53732,"CLUB109"
53733,"CLUB602"
53735,"CLUB132"
53736,"CLUB601"
53739,"CLUB108"
53748,"CLUB132"
53789,"CLUB105"
53797,"CLUB218"
53798,"CLUB117"
53815,"CLUB123"
53864,"CLUB125"
53903,"CLUB402"
53925,"CLUB413"
53936,"CLUB420"
53950,"CLUB245"
53960,"CLUB417"
53992,"CLUB601"
54039,"CLUB410"
54044,"CLUB107"
54047,"CLUB101"
54074,"CLUB410"
54095,"CLUB111"
54117,"CLUB111"
54121,"CLUB109"
54125,"CLUB125"
54159,"CLUB132"
54161,"CLUB403"
54168,"CLUB109"
54169,"CLUB221"
54176,"CLUB132"
54190,"CLUB403"
54197,"CLUB245"
54288,"CLUB111"
54294,"CLUB602"
54306,"CLUB105"
54365,"CLUB115"
54374,"CLUB218"
54383,"CLUB601"
54389,"CLUB105"
54395,"CLUB109"
54397,"CLUB402"
54428,"CLUB111"
54440,"CLUB402"
54444,"CLUB219"
54451,"CLUB111"
54493,"CLUB402"
54514,"CLUB413"
54523,"CLUB117"
54557,"CLUB123"
54558,"CLUB123"
54564,"CLUB602"
54586,"CLUB413"
54590,"CLUB105"
54591,"CLUB115"
54604,"CLUB202"
54639,"CLUB221"
54644,"CLUB123"
54660,"CLUB243"
54682,"CLUB111"
54748,"CLUB123"
54754,"CLUB132"
54769,"CLUB129"
54791,"CLUB119"
54797,"CLUB402"
54798,"CLUB420"
54820,"CLUB413"
54821,"CLUB123"
54839,"CLUB105"
54843,"CLUB109"
54866,"CLUB604"
54883,"CLUB403"
54890,"CLUB107"
54920,"CLUB115"
54924,"CLUB123"
54981,"CLUB132"
54987,"CLUB101"
54993,"CLUB221"
54994,"CLUB605"
55004,"CLUB111"
55009,"CLUB113"
55017,"CLUB233"
55024,"CLUB115"
55049,"CLUB219"
55051,"CLUB403"
55064,"CLUB242"
55066,"CLUB111"
55110,"CLUB127"
55179,"CLUB242"
55202,"CLUB410"
55228,"CLUB111"
55251,"CLUB111"
55270,"CLUB604"
55277,"CLUB111"
55281,"CLUB109"
55300,"CLUB101"
55312,"CLUB404"
55321,"CLUB111"
55354,"CLUB111"
55355,"CLUB115"
55372,"CLUB245"
55415,"CLUB245"
55425,"CLUB111"
55428,"CLUB206"
55429,"CLUB124"
55450,"CLUB605"
55466,"CLUB101"
55490,"CLUB103"
55504,"CLUB245"
55511,"CLUB111"
55533,"CLUB123"
55554,"CLUB420"
55582,"CLUB103"
55590,"CLUB109"
55621,"CLUB413"
55633,"CLUB604"
55637,"CLUB111"
55661,"CLUB111"
55705,"CLUB111"
55712,"CLUB111"
55719,"CLUB111"
55740,"CLUB604"
55743,"CLUB123"
55765,"CLUB105"
55772,"CLUB228"
55776,"CLUB105"
55827,"CLUB111"
55837,"CLUB403"
55842,"CLUB413"
55899,"CLUB103"
55902,"CLUB602"
55925,"CLUB111"
55934,"CLUB110"
55969,"CLUB111"
55972,"CLUB123"
55979,"CLUB206"
56002,"CLUB111"
56019,"CLUB111"
56067,"CLUB127"
56077,"CLUB113"
56078,"CLUB604"
56091,"CLUB132"
56093,"CLUB124"
56096,"CLUB604"
56118,"CLUB111"
56126,"CLUB604"
56131,"CLUB103"
56132,"CLUB111"
56206,"CLUB101"
56248,"CLUB111"
56279,"CLUB110"
56321,"CLUB267"
56335,"CLUB111"
56347,"CLUB605"
56375,"CLUB115"
56410,"CLUB218"
56416,"CLUB402"
56474,"CLUB105"
56487,"CLUB210"
56491,"CLUB132"
56492,"CLUB210"
56513,"CLUB111"
56515,"CLUB111"
56520,"CLUB111"
56530,"CLUB111"
56531,"CLUB413"
56554,"CLUB105"
56626,"CLUB109"
56645,"CLUB111"
56649,"CLUB402"
56651,"CLUB245"
56663,"CLUB245"
56687,"CLUB111"
56715,"CLUB111"
56725,"CLUB111"
56729,"CLUB111"
56737,"CLUB245"
56738,"CLUB111"
56787,"CLUB115"
56788,"CLUB111"
56789,"CLUB204"
56853,"CLUB132"
56864,"CLUB105"
56876,"CLUB218"
56884,"CLUB125"
56924,"CLUB233"
56937,"CLUB124"
56943,"CLUB407"
56974,"CLUB105"
56975,"CLUB405"
56980,"CLUB111"
56987,"CLUB404"
56992,"CLUB124"
57001,"CLUB123"
57071,"CLUB123"
57083,"CLUB602"
57110,"CLUB109"
57121,"CLUB111"
57122,"CLUB111"
57130,"CLUB111"
