primary_key,LAST_OCCUPATION_42,LAST_EMP_TYPE,retirement_age
47446,"csp_4_6","cond16",61
47459,"csp_5_2","cond16",60
47460,"csp_6_4","cond16",60
47461,"csp_5_4","cond16",61
47473,"csp_6_8","cond16",59
47486,"csp_6_5","cond16",64
47498,"csp_1_1","cond21",60
47502,"csp_1_1","cond23",62
47505,"csp_4_8","cond16",65
47510,"csp_2_2","cond22",60
47513,"csp_4_3","cond15",65
47516,"csp_4_2","cond16",65
47517,"csp_4_8","cond16",60
47518,"csp_5_4","cond16",60
47522,"csp_5_4","cond16",60
47523,"csp_6_2","cond16",65
47530,"csp_5_2","cond16",65
47545,"csp_4_3","cond16",63
47550,"csp_5_2","cond16",65
47553,"csp_5_2","cond15",65
47557,"csp_5_3","cond16",65
47575,"csp_4_2","cond16",55
47576,"csp_4_2","cond16",60
47589,"csp_3_8","cond16",56
47591,"csp_1_1","cond21",60
47598,"csp_5_4","cond16",65
47601,"csp_6_7","cond16",56
47605,"csp_5_2","cond16",64
47612,"csp_5_5","cond16",60
47613,"csp_4_2","cond16",65
47617,"csp_4_6","cond16",62
47619,"csp_4_2","cond16",60
47624,"csp_4_6","cond16",60
47629,"csp_5_3","cond16",61
47630,"csp_4_2","cond16",65
47635,"csp_4_3","cond16",61
47643,"csp_1_3","cond22",60
47646,"csp_6_3","cond15",60
47653,"csp_6_7","cond16",60
47674,"csp_5_5","cond16",60
47677,"csp_5_5","cond16",64
47679,"csp_6_4","cond16",56
47680,"csp_6_3","cond16",64
47697,"csp_5_2","cond16",58
47707,"csp_5_2","cond16",60
47713,"csp_5_5","cond16",60
47725,"csp_6_8","cond15",65
47731,"csp_5_2","cond15",65
47733,"csp_6_9","cond16",65
47745,"csp_5_4","cond16",60
47776,"csp_5_6","cond16",61
47779,"csp_4_6","cond16",54
47790,"csp_5_2","cond16",65
47795,"csp_5_5","cond16",60
47799,"csp_4_5","cond16",65
47800,"csp_4_3","cond21",60
47804,"csp_4_3","cond15",57
47811,"csp_6_9","cond16",60
47816,"csp_3_4","cond16",51
47822,"csp_4_6","cond16",60
47828,"csp_6_2","cond16",60
47831,"csp_6_7","cond16",60
47834,"csp_3_3","cond16",60
47835,"csp_6_7","cond12",60
47839,"csp_5_2","cond16",60
47840,"csp_1_3","cond22",60
47849,"csp_4_6","cond16",60
47857,"csp_1_1","cond21",60
47858,"csp_5_2","cond16",56
47859,"csp_4_6","cond16",65
47865,"csp_4_6","cond16",65
47870,"csp_5_2","cond16",60
47890,"csp_6_3","cond16",54
47894,"csp_6_3","cond16",56
47901,"csp_6_3","cond16",60
47902,"csp_4_7","cond16",58
47906,"csp_5_2","cond16",63
47920,"csp_1_2","cond21",64
47922,"csp_5_2","cond16",60
47923,"csp_6_3","cond16",60
47927,"csp_6_4","cond16",57
47937,"csp_5_2","cond16",60
47939,"csp_6_3","cond16",53
47943,"csp_6_7","cond16",60
47955,"csp_5_2","cond16",60
47958,"csp_6_8","cond16",60
47979,"csp_2_2","cond22",59
47984,"csp_2_1","cond22",60
47987,"csp_5_2","cond16",65
47996,"csp_6_8","cond16",56
48000,"csp_4_3","cond22",59
48001,"csp_6_2","cond16",59
48002,"csp_4_3","cond16",58
48003,"csp_5_3","cond16",58
48018,"csp_1_3","cond22",60
48019,"csp_5_2","cond16",60
48030,"csp_5_6","cond13",60
48034,"csp_6_7","cond16",60
48035,"csp_1_1","cond21",59
48057,"csp_5_2","cond16",60
48070,"csp_4_2","cond16",59
48071,"csp_4_5","cond16",65
48073,"csp_5_2","cond15",60
48091,"csp_6_8","cond16",65
48092,"csp_5_2","cond16",60
48098,"csp_6_2","cond16",56
48099,"csp_6_3","cond16",60
48100,"csp_6_8","cond16",60
48115,"csp_6_7","cond16",60
48122,"csp_5_4","cond16",65
48123,"csp_5_2","cond16",60
48128,"csp_3_7","cond16",55
48132,"csp_5_6","cond16",60
48134,"csp_6_4","cond16",54
48145,"csp_5_3","cond16",62
48153,"csp_6_2","cond16",56
48157,"csp_5_2","cond16",57
48159,"csp_6_2","cond16",57
48172,"csp_6_3","cond16",60
48195,"csp_6_7","cond12",60
48202,"csp_6_2","cond12",60
48204,"csp_5_6","cond16",60
48206,"csp_6_3","cond16",64
48210,"csp_4_6","cond16",53
48213,"csp_6_8","cond16",60
48234,"csp_6_2","cond16",60
48239,"csp_6_7","cond16",60
48263,"csp_4_6","cond16",60
48264,"csp_3_7","cond16",60
48269,"csp_5_4","cond16",60
48271,"csp_4_5","cond16",60
48274,"csp_4_2","cond16",60
48276,"csp_4_4","cond16",60
48284,"csp_5_2","cond16",64
48286,"csp_6_4","cond16",60
48290,"csp_5_2","cond16",60
48293,"csp_6_7","cond16",60
48299,"csp_5_5","cond15",57
48308,"csp_4_6","cond16",65
48312,"csp_3_3","cond16",65
48319,"csp_5_2","cond16",58
48334,"csp_5_2","cond15",60
48338,"csp_4_7","cond15",56
48349,"csp_6_7","cond16",60
48352,"csp_5_6","cond15",60
48370,"csp_4_6","cond16",55
48376,"csp_4_3","cond16",60
48378,"csp_6_8","cond16",60
48388,"csp_4_7","cond16",65
48390,"csp_5_6","cond13",60
48398,"csp_6_8","cond16",63
48399,"csp_6_7","cond16",61
48421,"csp_2_2","cond22",63
48425,"csp_6_4","cond16",58
48427,"csp_5_6","cond16",59
48433,"csp_6_8","cond16",59
48438,"csp_4_3","cond21",61
48451,"csp_6_7","cond16",60
48456,"csp_6_7","cond16",55
48459,"csp_6_3","cond16",60
48465,"csp_5_5","cond16",65
48469,"csp_6_7","cond16",59
48490,"csp_6_7","cond16",64
48516,"csp_5_3","cond16",65
48524,"csp_5_5","cond16",59
48536,"csp_4_5","cond16",59
48540,"csp_6_2","cond16",60
48558,"csp_4_6","cond16",63
48563,"csp_1_1","cond21",64
48564,"csp_4_6","cond16",55
48566,"csp_3_1","cond22",59
48570,"csp_6_8","cond12",60
48571,"csp_6_2","cond16",60
48581,"csp_5_6","cond16",60
48587,"csp_6_7","cond16",65
48604,"csp_4_5","cond16",60
48636,"csp_6_4","cond16",60
48642,"csp_5_5","cond16",59
48644,"csp_5_2","cond16",60
48645,"csp_6_2","cond16",60
48649,"csp_6_5","cond16",58
48656,"csp_6_4","cond16",60
48662,"csp_5_2","cond16",60
48671,"csp_5_6","cond16",62
48673,"csp_3_8","cond16",55
48689,"csp_6_4","cond15",59
48690,"csp_6_3","cond16",58
48696,"csp_4_6","cond16",63
48703,"csp_6_8","cond16",62
48704,"csp_4_3","cond16",64
48705,"csp_5_2","cond16",60
48721,"csp_6_2","cond16",60
48729,"csp_2_2","cond22",60
48732,"csp_6_9","cond16",55
48754,"csp_5_2","cond16",60
48762,"csp_2_2","cond21",60
48763,"csp_5_3","cond16",60
48769,"csp_5_2","cond16",60
48785,"csp_6_2","cond16",60
48788,"csp_5_4","cond16",65
48790,"csp_5_2","cond16",60
48809,"csp_5_4","cond16",63
48811,"csp_6_9","cond16",60
48815,"csp_5_3","cond16",60
48835,"csp_5_2","cond16",57
48842,"csp_5_2","cond16",59
48858,"csp_5_5","cond16",60
48861,"csp_1_1","cond21",60
48878,"csp_6_2","cond16",57
48895,"csp_4_7","cond16",60
48902,"csp_6_8","cond16",55
48904,"csp_4_6","cond16",57
48917,"csp_4_6","cond16",65
48920,"csp_6_8","cond16",60
48952,"csp_6_8","cond16",65
48974,"csp_5_2","cond16",51
48981,"csp_4_5","cond16",60
48994,"csp_5_2","cond16",64
48997,"csp_5_2","cond16",60
49004,"csp_6_3","cond16",60
49010,"csp_6_8","cond13",60
49012,"csp_5_3","cond16",61
49014,"csp_5_6","cond16",60
49019,"csp_5_4","cond16",65
49029,"csp_6_3","cond16",65
49038,"csp_5_6","cond16",60
49043,"csp_5_4","cond16",55
49052,"csp_6_8","cond16",61
49056,"csp_5_6","cond16",60
49061,"csp_5_5","cond16",65
49074,"csp_6_8","cond12",57
49085,"csp_6_4","cond16",61
49089,"csp_3_1","cond22",60
49091,"csp_6_8","cond16",51
49093,"csp_6_8","cond16",59
49102,"csp_4_3","cond16",64
49118,"csp_6_7","cond16",59
49122,"csp_4_6","cond16",60
49130,"csp_5_2","cond16",60
49135,"csp_4_6","cond16",60
49142,"csp_5_3","cond16",60
49157,"csp_5_3","cond16",58
49159,"csp_2_1","cond21",60
49179,"csp_6_4","cond16",64
49185,"csp_6_8","cond16",63
49195,"csp_6_7","cond15",60
49201,"csp_2_2","cond21",60
49206,"csp_5_6","cond15",64
49212,"csp_5_2","cond16",60
49221,"csp_5_5","cond16",61
49236,"csp_6_2","cond16",60
49253,"csp_5_6","cond16",60
49257,"csp_5_5","cond16",57
49259,"csp_6_5","cond16",65
49283,"csp_6_3","cond16",56
49284,"csp_5_2","cond16",60
49305,"csp_5_4","cond15",60
49306,"csp_5_3","cond16",63
49329,"csp_4_7","cond16",64
49338,"csp_6_8","cond16",56
49350,"csp_6_7","cond16",55
49357,"csp_4_7","cond16",65
49364,"csp_4_8","cond16",60
49369,"csp_5_2","cond16",65
49376,"csp_5_6","cond16",65
49381,"csp_4_2","cond16",59
49385,"csp_4_8","cond16",60
49392,"csp_4_5","cond16",63
49402,"csp_5_6","cond16",60
49406,"csp_6_3","cond16",60
49408,"csp_6_4","cond16",56
49413,"csp_2_1","cond21",60
49430,"csp_5_2","cond16",59
49437,"csp_6_4","cond16",60
49443,"csp_6_7","cond16",60
49461,"csp_5_4","cond16",60
49469,"csp_5_6","cond16",64
49480,"csp_4_7","cond16",64
49481,"csp_5_4","cond16",60
49482,"csp_5_6","cond16",60
49510,"csp_2_1","cond22",65
49513,"csp_5_4","cond16",58
49538,"csp_6_2","cond16",56
49541,"csp_5_6","cond16",62
49549,"csp_5_2","cond16",60
49551,"csp_5_6","cond16",65
49554,"csp_5_2","cond16",60
49562,"csp_2_1","cond21",59
49565,"csp_4_2","cond16",60
49568,"csp_5_2","cond16",58
49571,"csp_5_6","cond16",65
49574,"csp_5_3","cond16",55
49590,"csp_5_4","cond16",60
49595,"csp_5_5","cond16",60
49621,"csp_6_2","cond16",53
49623,"csp_5_6","cond16",60
49625,"csp_6_8","cond16",60
49626,"csp_4_6","cond16",60
49633,"csp_6_7","cond16",63
49638,"csp_5_2","cond15",60
49643,"csp_5_5","cond16",59
49646,"csp_5_4","cond16",60
49659,"csp_5_6","cond16",60
49671,"csp_5_2","cond16",61
49681,"csp_5_5","cond16",60
49685,"csp_5_2","cond16",60
49688,"csp_4_3","cond15",59
49691,"csp_5_6","cond16",60
49696,"csp_5_5","cond16",60
49699,"csp_5_2","cond16",62
49700,"csp_1_1","cond21",60
49704,"csp_6_7","cond16",59
49707,"csp_6_3","cond16",56
49719,"csp_5_6","cond16",60
49720,"csp_1_1","cond21",59
49721,"csp_5_2","cond16",59
49724,"csp_6_7","cond16",60
49729,"csp_6_3","cond16",60
49753,"csp_5_6","cond16",55
49759,"csp_5_2","cond16",62
49763,"csp_1_1","cond21",60
49771,"csp_5_6","cond15",50
49775,"csp_4_5","cond16",60
49790,"csp_6_4","cond16",61
49792,"csp_4_3","cond16",65
49797,"csp_5_2","cond16",55
49815,"csp_6_7","cond16",65
49816,"csp_5_2","cond16",65
49823,"csp_6_7","cond16",60
49826,"csp_6_8","cond16",65
49831,"csp_6_2","cond16",60
49835,"csp_6_8","cond16",60
49839,"csp_3_7","cond16",61
49845,"csp_6_3","cond16",60
49846,"csp_4_8","cond16",60
49848,"csp_4_7","cond16",60
49849,"csp_5_6","cond16",60
49850,"csp_3_7","cond16",60
49853,"csp_6_7","cond15",60
49869,"csp_5_3","cond16",60
49872,"csp_5_4","cond16",54
49874,"csp_1_1","cond21",57
49880,"csp_4_3","cond16",60
49892,"csp_5_2","cond15",60
49895,"csp_6_2","cond16",60
49899,"csp_5_4","cond16",63
49904,"csp_5_2","cond16",60
49906,"csp_5_2","cond16",60
49907,"csp_5_5","cond16",65
49910,"csp_5_6","cond16",60
49913,"csp_5_6","cond16",60
49916,"csp_6_3","cond16",65
49921,"csp_6_7","cond16",60
49925,"csp_5_5","cond16",60
49927,"csp_5_2","cond16",65
49933,"csp_4_3","cond16",64
49935,"csp_3_8","cond16",60
49945,"csp_4_6","cond16",60
49952,"csp_6_2","cond16",54
49956,"csp_5_6","cond16",65
49963,"csp_6_7","cond12",55
49968,"csp_6_2","cond16",60
49975,"csp_6_4","cond16",64
49980,"csp_5_2","cond16",60
49981,"csp_5_2","cond16",60
49992,"csp_6_7","cond16",55
49996,"csp_5_4","cond16",65
50012,"csp_6_5","cond16",54
50017,"csp_6_7","cond16",60
50023,"csp_2_1","cond21",65
50028,"csp_5_2","cond16",60
50034,"csp_6_8","cond16",65
50035,"csp_6_2","cond16",63
50046,"csp_4_2","cond16",54
50048,"csp_5_2","cond16",63
50059,"csp_1_3","cond22",64
50061,"csp_6_3","cond16",61
50065,"csp_3_1","cond22",60
50085,"csp_5_4","cond16",60
50103,"csp_6_5","cond16",59
50113,"csp_2_1","cond21",60
50119,"csp_5_6","cond16",57
50122,"csp_5_6","cond16",65
50123,"csp_6_2","cond16",60
50127,"csp_6_7","cond12",61
50145,"csp_2_3","cond22",60
50148,"csp_5_6","cond16",60
50150,"csp_6_9","cond15",53
50154,"csp_2_3","cond22",65
50167,"csp_4_7","cond16",54
50174,"csp_6_5","cond16",65
50177,"csp_2_1","cond21",60
50214,"csp_5_5","cond16",60
50222,"csp_6_3","cond16",60
50230,"csp_3_8","cond16",60
50235,"csp_2_2","cond22",63
50242,"csp_5_6","cond15",60
50252,"csp_6_8","cond16",65
50261,"csp_5_6","cond15",56
50267,"csp_2_1","cond22",60
50296,"csp_6_8","cond16",65
50321,"csp_4_5","cond16",60
50329,"csp_4_8","cond16",65
50352,"csp_3_3","cond16",60
50360,"csp_2_2","cond22",65
50365,"csp_1_1","cond22",60
50377,"csp_5_4","cond16",65
50388,"csp_6_7","cond16",65
50408,"csp_6_5","cond16",57
50410,"csp_6_8","cond16",60
50424,"csp_6_7","cond16",65
50434,"csp_4_8","cond16",65
50442,"csp_4_3","cond21",60
50451,"csp_5_2","cond16",60
50453,"csp_6_8","cond15",60
50465,"csp_6_2","cond16",62
50466,"csp_6_3","cond16",60
50475,"csp_5_2","cond13",60
50477,"csp_6_8","cond16",60
50482,"csp_6_9","cond15",60
50486,"csp_6_7","cond16",60
50521,"csp_6_8","cond16",63
50539,"csp_6_5","cond16",54
50547,"csp_5_2","cond16",60
50553,"csp_2_1","cond22",56
50554,"csp_6_3","cond16",55
50558,"csp_4_6","cond16",60
50572,"csp_4_3","cond16",60
50583,"csp_6_3","cond16",59
50589,"csp_4_5","cond16",58
50590,"csp_6_4","cond16",60
50600,"csp_4_8","cond16",60
50614,"csp_4_5","cond16",60
50617,"csp_5_4","cond16",60
50621,"csp_3_8","cond16",60
50631,"csp_6_7","cond16",55
50637,"csp_6_7","cond16",58
50638,"csp_6_7","cond16",57
50643,"csp_4_3","cond15",64
50644,"csp_4_3","cond21",60
50654,"csp_1_3","cond22",56
50669,"csp_6_8","cond16",56
50673,"csp_6_8","cond15",60
50687,"csp_5_6","cond16",62
50698,"csp_6_2","cond16",60
50699,"csp_3_7","cond16",60
50704,"csp_5_4","cond12",60
50711,"csp_6_4","cond15",60
50727,"csp_5_2","cond15",65
50730,"csp_5_4","cond16",63
50732,"csp_4_8","cond16",60
50741,"csp_4_6","cond16",65
50742,"csp_5_4","cond16",65
50747,"csp_6_4","cond16",64
50757,"csp_6_7","cond15",63
50759,"csp_5_2","cond16",60
50760,"csp_6_7","cond16",63
50761,"csp_6_2","cond16",56
50768,"csp_5_2","cond15",60
50770,"csp_5_2","cond16",63
50788,"csp_6_7","cond16",54
50791,"csp_6_7","cond16",65
50809,"csp_4_5","cond16",60
50814,"csp_3_3","cond16",57
50822,"csp_4_6","cond16",65
50823,"csp_4_3","cond16",60
50838,"csp_3_5","cond15",64
50840,"csp_5_3","cond16",60
50845,"csp_6_8","cond16",60
50853,"csp_5_6","cond15",64
50857,"csp_3_1","cond21",61
50866,"csp_6_8","cond16",62
50876,"csp_5_4","cond16",65
50884,"csp_6_8","cond16",64
50930,"csp_4_3","cond16",60
50933,"csp_6_3","cond16",57
50943,"csp_6_7","cond16",57
50951,"csp_6_3","cond16",60
50956,"csp_3_7","cond16",60
50965,"csp_5_6","cond16",60
50966,"csp_3_7","cond16",60
50967,"csp_4_6","cond16",60
50986,"csp_4_6","cond16",60
51001,"csp_5_4","cond16",65
51003,"csp_6_3","cond16",63
51006,"csp_6_7","cond16",66
51007,"csp_4_3","cond16",60
51016,"csp_5_2","cond16",60
51021,"csp_2_2","cond21",61
51022,"csp_4_8","cond16",57
51025,"csp_5_6","cond16",60
51035,"csp_2_3","cond22",60
51044,"csp_5_2","cond13",58
51046,"csp_4_5","cond16",60
51073,"csp_6_7","cond16",65
51084,"csp_5_6","cond16",63
51092,"csp_5_6","cond15",60
51094,"csp_2_2","cond21",60
51114,"csp_4_3","cond16",56
51125,"csp_6_5","cond16",55
51128,"csp_6_8","cond16",57
51129,"csp_4_8","cond16",60
51131,"csp_5_2","cond16",60
51146,"csp_6_8","cond16",60
51156,"csp_6_8","cond16",60
51165,"csp_3_8","cond16",56
51166,"csp_6_3","cond16",65
51183,"csp_6_7","cond16",61
51194,"csp_6_7","cond16",59
51209,"csp_5_4","cond16",65
51211,"csp_6_2","cond16",64
51231,"csp_3_4","cond16",65
51232,"csp_6_8","cond16",60
51233,"csp_4_6","cond16",56
51247,"csp_4_3","cond21",60
51256,"csp_5_2","cond16",61
51257,"csp_4_6","cond16",60
51259,"csp_5_2","cond16",62
51273,"csp_6_5","cond16",56
51277,"csp_4_5","cond16",60
51280,"csp_2_2","cond22",60
51298,"csp_3_7","cond16",60
51299,"csp_4_3","cond16",55
51301,"csp_5_4","cond16",60
51302,"csp_3_3","cond16",50
51307,"csp_6_8","cond16",55
51310,"csp_5_2","cond16",60
51326,"csp_5_2","cond16",60
51329,"csp_4_6","cond16",60
51330,"csp_4_6","cond16",60
51332,"csp_5_3","cond16",52
51340,"csp_5_6","cond16",60
51342,"csp_6_3","cond16",60
51347,"csp_4_6","cond16",60
51361,"csp_5_6","cond15",60
51364,"csp_2_2","cond22",60
51366,"csp_6_9","cond16",60
51369,"csp_4_7","cond16",58
51376,"csp_4_6","cond16",60
51380,"csp_3_7","cond16",61
51388,"csp_6_3","cond16",58
51400,"csp_1_3","cond22",60
51401,"csp_3_3","cond16",61
51429,"csp_6_2","cond16",60
51443,"csp_6_9","cond16",60
51469,"csp_5_2","cond16",55
51478,"csp_4_7","cond16",59
51480,"csp_4_6","cond16",54
51495,"csp_4_3","cond16",59
51502,"csp_2_1","cond22",63
51508,"csp_5_2","cond12",60
51509,"csp_4_3","cond16",60
51521,"csp_6_7","cond16",60
51529,"csp_4_3","cond16",60
51553,"csp_5_2","cond16",61
51557,"csp_5_5","cond16",63
51560,"csp_5_4","cond15",64
51564,"csp_5_2","cond16",65
51565,"csp_1_1","cond21",65
51574,"csp_5_5","cond16",60
51606,"csp_6_7","cond16",61
51619,"csp_4_6","cond16",60
51627,"csp_4_7","cond16",62
51630,"csp_6_7","cond16",65
51636,"csp_4_2","cond16",60
51647,"csp_4_2","cond16",63
51653,"csp_3_8","cond16",61
51666,"csp_5_2","cond16",58
51667,"csp_3_7","cond15",55
51672,"csp_6_2","cond16",57
51695,"csp_5_4","cond16",60
51696,"csp_1_1","cond21",60
51710,"csp_4_3","cond16",65
51716,"csp_4_6","cond16",61
51725,"csp_6_2","cond16",60
51727,"csp_6_3","cond16",60
51728,"csp_6_2","cond16",60
51739,"csp_4_6","cond16",62
51744,"csp_5_2","cond16",60
51747,"csp_6_7","cond16",60
51757,"csp_5_2","cond16",60
51779,"csp_5_2","cond16",60
51790,"csp_5_4","cond16",65
51795,"csp_2_2","cond21",54
51799,"csp_5_6","cond16",60
51808,"csp_5_4","cond16",60
51826,"csp_5_2","cond13",65
51835,"csp_6_5","cond16",60
51865,"csp_6_7","cond15",52
51885,"csp_5_2","cond16",58
51899,"csp_5_5","cond16",56
51905,"csp_5_4","cond16",65
51911,"csp_5_4","cond16",60
51934,"csp_4_6","cond16",52
51945,"csp_6_7","cond16",65
51955,"csp_6_5","cond16",56
51965,"csp_5_2","cond16",56
51978,"csp_3_3","cond16",60
52005,"csp_5_2","cond16",60
52008,"csp_4_3","cond16",60
52010,"csp_6_8","cond16",56
52016,"csp_4_3","cond16",59
52040,"csp_4_8","cond16",60
52041,"csp_6_8","cond16",62
52043,"csp_4_6","cond16",60
52044,"csp_5_2","cond16",60
52058,"csp_5_2","cond16",60
52059,"csp_5_5","cond16",62
52061,"csp_4_3","cond16",63
52066,"csp_5_6","cond16",65
52068,"csp_5_2","cond15",60
52071,"csp_6_7","cond16",60
52091,"csp_6_3","cond16",58
52103,"csp_4_6","cond16",65
52110,"csp_6_2","cond16",64
52117,"csp_6_9","cond16",60
52144,"csp_6_8","cond16",58
52160,"csp_6_3","cond16",58
52176,"csp_4_3","cond15",60
52177,"csp_6_7","cond16",56
52179,"csp_1_1","cond21",60
52183,"csp_4_4","cond16",61
52194,"csp_5_2","cond16",64
52202,"csp_6_5","cond16",60
52232,"csp_1_1","cond21",60
52236,"csp_2_1","cond21",56
52256,"csp_4_7","cond16",55
52259,"csp_6_2","cond16",60
52288,"csp_5_6","cond16",60
52326,"csp_5_2","cond16",60
52331,"csp_6_5","cond16",60
52334,"csp_5_2","cond16",60
52341,"csp_4_2","cond16",56
52346,"csp_4_5","cond16",60
52355,"csp_3_1","cond22",60
52357,"csp_5_2","cond16",50
52360,"csp_5_4","cond16",60
52364,"csp_6_2","cond12",62
52374,"csp_6_2","cond16",56
52375,"csp_5_2","cond16",65
52378,"csp_6_7","cond16",56
52388,"csp_5_2","cond15",60
52399,"csp_6_3","cond16",60
52401,"csp_4_7","cond16",60
52426,"csp_5_2","cond16",57
52447,"csp_3_3","cond16",60
52473,"csp_4_6","cond16",62
52478,"csp_4_7","cond16",60
52486,"csp_4_3","cond16",55
52496,"csp_5_6","cond15",60
52515,"csp_3_7","cond16",60
52529,"csp_2_1","cond22",60
52536,"csp_6_7","cond12",61
52549,"csp_6_7","cond16",60
52551,"csp_6_9","cond16",60
52552,"csp_1_1","cond21",58
52558,"csp_6_7","cond16",65
52575,"csp_5_6","cond15",61
52586,"csp_5_6","cond16",60
52590,"csp_3_7","cond16",60
52593,"csp_5_3","cond16",60
52594,"csp_6_5","cond16",55
52595,"csp_5_2","cond16",62
52597,"csp_4_6","cond16",60
52598,"csp_5_2","cond16",60
52602,"csp_4_3","cond16",64
52612,"csp_5_2","cond16",60
52615,"csp_4_5","cond16",60
52617,"csp_5_4","cond16",65
52619,"csp_3_8","cond16",65
52630,"csp_4_6","cond16",60
52634,"csp_6_2","cond16",63
52645,"csp_5_2","cond16",60
52650,"csp_6_4","cond16",59
52654,"csp_5_2","cond16",60
52657,"csp_6_8","cond16",60
52660,"csp_5_6","cond16",59
52670,"csp_3_1","cond21",58
52684,"csp_2_2","cond21",60
52689,"csp_5_5","cond16",60
52693,"csp_4_6","cond16",59
52695,"csp_6_8","cond16",56
52705,"csp_4_8","cond16",55
52708,"csp_4_8","cond16",61
52720,"csp_4_2","cond16",65
52722,"csp_6_9","cond16",65
52738,"csp_6_5","cond16",60
52752,"csp_5_6","cond16",65
52755,"csp_5_2","cond16",59
52766,"csp_4_3","cond16",64
52769,"csp_4_7","cond16",63
52770,"csp_6_8","cond16",60
52773,"csp_6_8","cond16",56
52805,"csp_5_3","cond16",60
52828,"csp_6_3","cond15",65
52829,"csp_5_6","cond16",60
52835,"csp_4_6","cond16",57
52836,"csp_6_8","cond16",59
52847,"csp_3_7","cond16",60
52848,"csp_4_6","cond16",65
52851,"csp_3_7","cond16",56
52856,"csp_4_6","cond16",60
52866,"csp_3_1","cond22",60
52875,"csp_4_5","cond16",62
52897,"csp_3_7","cond16",60
52927,"csp_5_6","cond15",60
52931,"csp_6_8","cond16",54
52954,"csp_5_6","cond16",65
52955,"csp_6_4","cond16",60
52956,"csp_5_2","cond16",60
52960,"csp_5_6","cond16",64
52964,"csp_4_6","cond16",60
52971,"csp_4_2","cond16",60
52989,"csp_5_4","cond16",60
52990,"csp_2_3","cond22",60
53008,"csp_5_2","cond16",60
53018,"csp_5_6","cond16",60
53023,"csp_6_4","cond16",57
53030,"csp_5_2","cond16",65
53034,"csp_5_6","cond16",59
53061,"csp_5_6","cond16",60
53075,"csp_4_2","cond16",60
53076,"csp_5_4","cond13",63
53083,"csp_4_5","cond16",54
53092,"csp_6_7","cond16",53
53102,"csp_4_7","cond16",59
53105,"csp_2_2","cond21",55
53106,"csp_5_4","cond16",60
53108,"csp_6_8","cond16",63
53112,"csp_5_4","cond16",65
53120,"csp_6_7","cond16",55
53124,"csp_6_8","cond16",63
53128,"csp_3_1","cond21",56
53134,"csp_4_3","cond16",60
53143,"csp_4_3","cond16",60
53166,"csp_5_2","cond16",65
53168,"csp_5_5","cond16",60
53181,"csp_4_5","cond16",65
53198,"csp_6_7","cond12",60
53205,"csp_4_2","cond16",65
53212,"csp_5_2","cond16",60
53218,"csp_6_9","cond16",65
53221,"csp_5_2","cond16",64
53226,"csp_4_5","cond16",60
53227,"csp_6_3","cond16",59
53230,"csp_4_8","cond16",60
53232,"csp_4_2","cond16",60
53239,"csp_5_6","cond16",57
53242,"csp_4_3","cond16",60
53254,"csp_2_2","cond21",60
53268,"csp_6_7","cond16",63
53275,"csp_6_8","cond16",60
53284,"csp_5_2","cond15",57
53288,"csp_6_8","cond13",60
53296,"csp_5_6","cond16",65
53300,"csp_4_6","cond16",60
53302,"csp_3_7","cond16",67
53303,"csp_5_4","cond16",59
53307,"csp_5_6","cond16",60
53308,"csp_4_3","cond16",60
53314,"csp_5_2","cond16",69
53324,"csp_6_2","cond16",58
53325,"csp_5_4","cond16",55
53326,"csp_5_3","cond16",64
53347,"csp_5_6","cond16",61
53357,"csp_5_2","cond16",60
53373,"csp_2_2","cond21",60
53376,"csp_5_2","cond16",58
53380,"csp_6_2","cond12",64
53385,"csp_5_2","cond16",62
53387,"csp_6_3","cond16",60
53389,"csp_5_4","cond16",61
53402,"csp_4_6","cond16",58
53407,"csp_4_6","cond16",60
53408,"csp_4_2","cond16",60
53436,"csp_2_2","cond21",60
53439,"csp_5_4","cond16",65
53443,"csp_4_6","cond16",58
53445,"csp_5_2","cond16",58
53447,"csp_4_7","cond16",65
53449,"csp_6_2","cond16",60
53454,"csp_4_3","cond22",51
53455,"csp_5_2","cond16",64
53460,"csp_3_3","cond16",60
53467,"csp_6_2","cond16",59
53469,"csp_4_3","cond16",56
53478,"csp_4_6","cond21",52
53488,"csp_5_2","cond16",60
53535,"csp_6_5","cond16",60
53546,"csp_3_3","cond16",60
53560,"csp_5_2","cond16",60
53562,"csp_6_3","cond16",60
53600,"csp_4_6","cond16",65
53607,"csp_5_4","cond16",60
53608,"csp_3_3","cond16",63
53624,"csp_4_8","cond16",60
53626,"csp_6_4","cond16",65
53632,"csp_6_4","cond16",65
53637,"csp_5_2","cond15",60
53638,"csp_3_7","cond16",60
53645,"csp_6_7","cond16",60
53650,"csp_4_7","cond16",65
53655,"csp_5_6","cond16",65
53656,"csp_4_6","cond16",60
53660,"csp_5_2","cond16",60
53668,"csp_4_6","cond16",61
53679,"csp_6_2","cond16",64
53683,"csp_6_7","cond16",61
53687,"csp_6_3","cond16",60
53692,"csp_2_1","cond22",60
53699,"csp_6_8","cond16",59
53737,"csp_6_7","cond16",60
53745,"csp_5_5","cond16",55
53759,"csp_5_2","cond16",60
53763,"csp_5_2","cond16",63
53765,"csp_1_1","cond22",60
53773,"csp_3_7","cond16",60
53775,"csp_5_2","cond16",63
53785,"csp_4_8","cond16",60
53790,"csp_5_6","cond16",60
53797,"csp_4_6","cond16",60
