primary_key,EMP_TYPE
58693,"cond16"
58695,"cond16"
58701,"cond21"
58707,"cond22"
58711,"cond16"
58721,"cond16"
58726,"cond16"
58727,"cond16"
58729,"cond16"
58733,"cond22"
58736,"cond16"
58741,"cond16"
58742,"cond16"
58743,"cond16"
58750,"cond16"
58752,"cond16"
58756,"cond16"
58758,"cond16"
58762,"cond16"
58765,"cond22"
58767,"cond21"
58771,"cond16"
58775,"cond16"
58779,"cond16"
58791,"cond16"
58793,"cond16"
58794,"cond16"
58802,"cond11"
58803,"cond16"
58807,"cond16"
58809,"cond16"
58814,"cond21"
58816,"cond16"
58817,"cond16"
58818,"cond16"
58830,"cond16"
58838,"cond16"
58839,"cond16"
58841,"cond16"
58842,"cond16"
58845,"cond16"
58850,"cond16"
58851,"cond15"
58859,"cond16"
58860,"cond16"
58867,"cond16"
58874,"cond22"
58876,"cond21"
58877,"cond16"
58885,"cond16"
58887,"cond15"
58889,"cond11"
58890,"cond16"
58894,"cond16"
58901,"cond16"
58903,"cond16"
58905,"cond16"
58916,"cond21"
58923,"cond16"
58929,"cond15"
58934,"cond16"
58950,"cond15"
58959,"cond16"
58962,"cond11"
58963,"cond21"
58966,"cond16"
58967,"cond16"
58968,"cond21"
58970,"cond16"
58981,"cond16"
58984,"cond16"
58985,"cond15"
58986,"cond21"
58988,"cond12"
58989,"cond16"
58994,"cond16"
58995,"cond16"
58996,"cond16"
58998,"cond21"
59009,"cond21"
59011,"cond12"
59012,"cond16"
59019,"cond16"
59022,"cond22"
59024,"cond16"
59027,"cond16"
59039,"cond21"
59040,"cond22"
59043,"cond16"
59047,"cond16"
59050,"cond16"
59053,"cond16"
59064,"cond12"
59069,"cond15"
59073,"cond22"
59076,"cond22"
59086,"cond15"
59097,"cond16"
59101,"cond16"
59112,"cond16"
59115,"cond16"
59127,"cond16"
59129,"cond16"
59131,"cond15"
59137,"cond16"
59141,"cond16"
59149,"cond16"
59150,"cond16"
59152,"cond16"
59156,"cond16"
59159,"cond16"
59160,"cond16"
59162,"cond16"
59163,"cond16"
59166,"cond16"
59168,"cond16"
59174,"cond15"
59177,"cond22"
59188,"cond21"
59197,"cond15"
59204,"cond16"
59209,"cond16"
59211,"cond15"
59213,"cond12"
59217,"cond14"
59218,"cond16"
59220,"cond16"
59224,"cond16"
59225,"cond16"
59231,"cond11"
59232,"cond16"
59234,"cond16"
59238,"cond16"
59239,"cond16"
59246,"cond16"
59248,"cond16"
59258,"cond16"
59263,"cond16"
59265,"cond16"
59270,"cond16"
59288,"cond15"
59306,"cond16"
59308,"cond21"
59312,"cond16"
59317,"cond16"
59326,"cond22"
59329,"cond16"
59330,"cond16"
59339,"cond16"
59343,"cond16"
59346,"cond16"
59348,"cond16"
59350,"cond16"
59357,"cond16"
59359,"cond16"
59361,"cond15"
59362,"cond16"
59365,"cond16"
59368,"cond16"
59370,"cond16"
59380,"cond16"
59381,"cond16"
59382,"cond16"
59383,"cond15"
59385,"cond16"
59387,"cond16"
59405,"cond16"
59407,"cond16"
59408,"cond16"
59409,"cond16"
59415,"cond16"
59416,"cond16"
59419,"cond15"
59420,"cond13"
59425,"cond21"
59428,"cond16"
59431,"cond15"
59433,"cond16"
59439,"cond15"
59447,"cond16"
59453,"cond16"
59458,"cond15"
59468,"cond21"
59470,"cond16"
59474,"cond16"
59476,"cond21"
59480,"cond21"
59481,"cond16"
59499,"cond22"
59503,"cond16"
59516,"cond16"
59518,"cond16"
59520,"cond16"
59521,"cond15"
59523,"cond15"
59524,"cond15"
59525,"cond15"
59532,"cond16"
59533,"cond16"
59537,"cond16"
59542,"cond16"
59545,"cond16"
59549,"cond21"
59563,"cond16"
59564,"cond16"
59566,"cond16"
59572,"cond16"
59573,"cond16"
59575,"cond15"
59583,"cond16"
59589,"cond16"
59595,"cond16"
59596,"cond16"
59598,"cond16"
59607,"cond15"
59615,"cond16"
59616,"cond16"
59619,"cond21"
59621,"cond15"
59626,"cond16"
59627,"cond15"
59644,"cond16"
59647,"cond21"
59649,"cond16"
59654,"cond16"
59655,"cond15"
59658,"cond16"
59659,"cond16"
59662,"cond13"
59666,"cond15"
59667,"cond22"
59668,"cond16"
59673,"cond16"
59674,"cond12"
59685,"cond16"
59687,"cond16"
59694,"cond16"
59697,"cond14"
59722,"cond21"
59723,"cond16"
59724,"cond16"
59726,"cond16"
59727,"cond15"
59733,"cond16"
59737,"cond16"
59741,"cond16"
59742,"cond16"
59744,"cond16"
59748,"cond16"
59750,"cond16"
59751,"cond15"
59754,"cond16"
59756,"cond21"
59757,"cond16"
59763,"cond16"
59766,"cond21"
59770,"cond21"
59773,"cond16"
59781,"cond22"
59788,"cond16"
59790,"cond16"
59800,"cond16"
59801,"cond16"
59803,"cond13"
59804,"cond16"
59806,"cond12"
59810,"cond16"
59819,"cond13"
59825,"cond16"
59826,"cond16"
59828,"cond16"
59829,"cond16"
59833,"cond16"
59838,"cond16"
59840,"cond21"
59843,"cond16"
59851,"cond16"
59858,"cond16"
59864,"cond21"
59868,"cond22"
59870,"cond15"
59872,"cond22"
59873,"cond16"
59874,"cond11"
59875,"cond16"
59885,"cond16"
59890,"cond16"
59892,"cond15"
59896,"cond16"
59898,"cond11"
59907,"cond16"
59914,"cond11"
59917,"cond16"
59921,"cond21"
59923,"cond22"
59926,"cond15"
59936,"cond16"
59937,"cond16"
59938,"cond16"
59951,"cond16"
59953,"cond15"
59954,"cond16"
59959,"cond12"
59960,"cond16"
59965,"cond13"
59967,"cond16"
59968,"cond16"
59970,"cond21"
59971,"cond16"
59973,"cond15"
59996,"cond16"
59999,"cond16"
60006,"cond16"
60008,"cond21"
60009,"cond16"
60011,"cond16"
60015,"cond21"
60020,"cond22"
60022,"cond16"
60027,"cond16"
60032,"cond21"
60033,"cond16"
60042,"cond15"
60043,"cond21"
60047,"cond16"
60053,"cond22"
60056,"cond16"
60060,"cond16"
60062,"cond16"
60066,"cond16"
60068,"cond16"
60072,"cond16"
60074,"cond12"
60075,"cond21"
60078,"cond16"
60081,"cond16"
60085,"cond16"
60091,"cond16"
60099,"cond16"
60104,"cond16"
60105,"cond16"
60109,"cond16"
60129,"cond21"
60130,"cond16"
60143,"cond16"
60145,"cond16"
60146,"cond16"
60148,"cond15"
60157,"cond16"
60167,"cond16"
60168,"cond16"
60170,"cond16"
60174,"cond15"
60181,"cond16"
60189,"cond16"
60191,"cond15"
60193,"cond15"
60195,"cond16"
60204,"cond16"
60208,"cond16"
60213,"cond22"
60220,"cond21"
60223,"cond22"
60224,"cond16"
60225,"cond16"
60230,"cond15"
60236,"cond16"
60245,"cond15"
60257,"cond16"
60262,"cond22"
60266,"cond15"
60276,"cond21"
60279,"cond16"
60284,"cond15"
60285,"cond15"
60295,"cond21"
60298,"cond16"
60300,"cond11"
60304,"cond13"
60309,"cond16"
60310,"cond16"
60311,"cond15"
60313,"cond21"
60314,"cond16"
60318,"cond21"
60321,"cond16"
60325,"cond16"
60332,"cond16"
60338,"cond16"
60341,"cond16"
60342,"cond22"
60345,"cond16"
60347,"cond22"
60350,"cond22"
60351,"cond15"
60355,"cond21"
60361,"cond16"
60362,"cond16"
60363,"cond16"
60364,"cond15"
60386,"cond16"
60387,"cond16"
60398,"cond16"
60400,"cond16"
60405,"cond16"
60407,"cond16"
60410,"cond16"
60411,"cond16"
60413,"cond16"
60414,"cond16"
60416,"cond16"
60419,"cond16"
60421,"cond15"
60436,"cond16"
60448,"cond13"
60449,"cond15"
60452,"cond16"
60455,"cond21"
60458,"cond21"
60461,"cond15"
60466,"cond16"
60471,"cond21"
60473,"cond21"
60477,"cond16"
60486,"cond16"
60496,"cond16"
60499,"cond16"
60507,"cond16"
60508,"cond16"
60527,"cond16"
60534,"cond15"
60535,"cond21"
60539,"cond16"
60540,"cond16"
60545,"cond16"
60547,"cond21"
60548,"cond15"
60549,"cond16"
60556,"cond22"
60558,"cond22"
60561,"cond16"
60563,"cond16"
60570,"cond16"
60574,"cond15"
60576,"cond16"
60578,"cond16"
60588,"cond16"
60589,"cond16"
60592,"cond15"
60600,"cond16"
60602,"cond16"
60605,"cond16"
60606,"cond21"
60610,"cond16"
60614,"cond16"
60616,"cond15"
60618,"cond14"
60626,"cond16"
60628,"cond22"
60629,"cond16"
60635,"cond11"
60639,"cond21"
60644,"cond16"
60646,"cond16"
60649,"cond15"
60652,"cond22"
60655,"cond21"
60656,"cond13"
60663,"cond21"
60665,"cond16"
60666,"cond16"
60670,"cond16"
60672,"cond21"
60686,"cond16"
60688,"cond21"
60691,"cond21"
60697,"cond15"
60698,"cond16"
60700,"cond16"
60702,"cond16"
60704,"cond15"
60707,"cond16"
60715,"cond16"
60716,"cond16"
60722,"cond22"
60724,"cond16"
60725,"cond16"
60732,"cond16"
60744,"cond16"
60762,"cond22"
60766,"cond16"
60768,"cond16"
60773,"cond16"
60774,"cond22"
60775,"cond15"
60792,"cond16"
60797,"cond16"
60802,"cond11"
60803,"cond11"
60814,"cond16"
60816,"cond16"
60817,"cond16"
60827,"cond22"
60829,"cond16"
60830,"cond16"
60832,"cond16"
60834,"cond13"
60839,"cond16"
60840,"cond16"
60841,"cond16"
60846,"cond21"
60854,"cond16"
60856,"cond16"
60863,"cond16"
60864,"cond16"
60870,"cond16"
60871,"cond16"
60881,"cond15"
60888,"cond16"
60891,"cond21"
60899,"cond16"
60901,"cond16"
60906,"cond16"
60908,"cond21"
60910,"cond16"
60911,"cond16"
60928,"cond16"
60929,"cond16"
60935,"cond21"
60940,"cond16"
60941,"cond16"
60949,"cond16"
60951,"cond16"
60954,"cond16"
60955,"cond16"
60957,"cond16"
60958,"cond16"
60959,"cond21"
60962,"cond16"
60963,"cond16"
60965,"cond16"
60967,"cond15"
60975,"cond16"
60986,"cond16"
60987,"cond16"
60989,"cond22"
60991,"cond16"
60996,"cond16"
60999,"cond15"
61008,"cond21"
61018,"cond15"
61022,"cond21"
61042,"cond16"
61043,"cond16"
61049,"cond16"
61051,"cond11"
61053,"cond16"
61054,"cond16"
61055,"cond16"
61057,"cond15"
61060,"cond22"
61065,"cond16"
61066,"cond13"
61067,"cond16"
61068,"cond16"
61071,"cond16"
61079,"cond16"
61081,"cond16"
61090,"cond16"
61093,"cond16"
61094,"cond21"
61095,"cond16"
61099,"cond16"
61100,"cond16"
61105,"cond16"
61111,"cond16"
61112,"cond16"
61113,"cond16"
61121,"cond22"
61124,"cond16"
61131,"cond16"
61132,"cond16"
61139,"cond16"
61145,"cond15"
61146,"cond21"
61153,"cond16"
61155,"cond22"
61160,"cond16"
61162,"cond16"
61164,"cond11"
61165,"cond16"
61167,"cond16"
61169,"cond16"
61173,"cond16"
61174,"cond16"
61175,"cond16"
61180,"cond16"
61184,"cond16"
61189,"cond22"
61192,"cond16"
61198,"cond16"
61205,"cond16"
61213,"cond16"
61216,"cond16"
61220,"cond16"
61222,"cond16"
61225,"cond16"
61226,"cond16"
61229,"cond21"
61231,"cond16"
61236,"cond16"
61241,"cond16"
61243,"cond22"
61245,"cond16"
61246,"cond16"
61248,"cond22"
61255,"cond16"
61269,"cond16"
61270,"cond16"
61271,"cond16"
61275,"cond16"
61277,"cond16"
61280,"cond16"
61288,"cond16"
61294,"cond16"
61303,"cond16"
61308,"cond16"
61313,"cond22"
61319,"cond16"
61321,"cond16"
61322,"cond16"
61323,"cond21"
61328,"cond16"
61329,"cond16"
61330,"cond16"
61334,"cond16"
61339,"cond16"
61342,"cond16"
61347,"cond22"
61349,"cond16"
61350,"cond15"
61354,"cond16"
61358,"cond16"
61359,"cond15"
61368,"cond11"
61374,"cond16"
61377,"cond16"
61378,"cond12"
61384,"cond16"
61390,"cond16"
61395,"cond15"
61400,"cond16"
61410,"cond16"
61412,"cond16"
61414,"cond16"
61423,"cond21"
61425,"cond16"
61428,"cond16"
61429,"cond16"
61433,"cond15"
61444,"cond15"
61447,"cond15"
61448,"cond15"
61460,"cond16"
61471,"cond16"
61473,"cond16"
61478,"cond21"
61482,"cond16"
61486,"cond16"
61488,"cond15"
61489,"cond16"
61494,"cond16"
61495,"cond16"
61499,"cond16"
61500,"cond22"
61501,"cond16"
61508,"cond16"
61515,"cond11"
61516,"cond16"
61525,"cond16"
61534,"cond16"
61537,"cond21"
61549,"cond16"
61550,"cond16"
61554,"cond16"
61560,"cond16"
61561,"cond16"
61564,"cond16"
61568,"cond16"
61569,"cond16"
61575,"cond16"
61578,"cond16"
61582,"cond16"
61596,"cond16"
61598,"cond16"
61609,"cond16"
61610,"cond16"
61611,"cond16"
61612,"cond16"
61615,"cond16"
61618,"cond16"
61623,"cond15"
61629,"cond16"
61630,"cond16"
61635,"cond16"
61637,"cond16"
61654,"cond16"
61657,"cond16"
61665,"cond15"
61674,"cond16"
61677,"cond16"
61679,"cond16"
61685,"cond16"
61700,"cond16"
61707,"cond16"
61709,"cond16"
61711,"cond15"
61719,"cond22"
61721,"cond16"
61729,"cond15"
61731,"cond16"
61733,"cond16"
61742,"cond16"
61744,"cond16"
61745,"cond16"
61750,"cond16"
61751,"cond16"
61753,"cond16"
61754,"cond21"
61756,"cond16"
61765,"cond16"
61766,"cond16"
61772,"cond16"
61773,"cond15"
61781,"cond16"
61782,"cond16"
61785,"cond15"
61795,"cond22"
61801,"cond21"
61802,"cond16"
61803,"cond16"
61818,"cond16"
61831,"cond16"
61835,"cond16"
61836,"cond15"
61837,"cond16"
61838,"cond16"
61844,"cond16"
61847,"cond22"
61853,"cond16"
61858,"cond16"
61861,"cond16"
61865,"cond16"
61876,"cond16"
61877,"cond16"
61882,"cond16"
61886,"cond16"
61893,"cond21"
61896,"cond16"
61898,"cond16"
61899,"cond16"
61900,"cond16"
61905,"cond16"
61908,"cond16"
61910,"cond16"
61913,"cond16"
61920,"cond16"
61922,"cond16"
61929,"cond16"
61939,"cond16"
61945,"cond21"
61950,"cond16"
61952,"cond16"
61953,"cond16"
61960,"cond16"
61962,"cond16"
61963,"cond21"
61974,"cond16"
61977,"cond16"
61984,"cond16"
61987,"cond16"
61988,"cond16"
61990,"cond16"
61991,"cond16"
61993,"cond21"
61994,"cond16"
61998,"cond22"
61999,"cond16"
62006,"cond16"
62007,"cond16"
62008,"cond16"
62009,"cond15"
62010,"cond22"
62011,"cond16"
62017,"cond14"
62020,"cond16"
62021,"cond16"
62022,"cond16"
62027,"cond16"
62035,"cond16"
62037,"cond16"
62038,"cond16"
62040,"cond16"
62042,"cond16"
62050,"cond16"
62051,"cond16"
62054,"cond21"
62058,"cond16"
62059,"cond16"
62061,"cond21"
62067,"cond16"
62073,"cond16"
62081,"cond11"
62101,"cond16"
62103,"cond16"
62108,"cond16"
62110,"cond21"
62111,"cond16"
62113,"cond16"
62122,"cond16"
62125,"cond16"
62126,"cond11"
62128,"cond16"
62131,"cond15"
62139,"cond22"
62150,"cond16"
62158,"cond22"
62161,"cond16"
62162,"cond16"
62163,"cond16"
62169,"cond16"
62170,"cond16"
62181,"cond16"
62187,"cond12"
62196,"cond16"
62200,"cond16"
62201,"cond16"
62202,"cond16"
62210,"cond16"
62223,"cond16"
62228,"cond16"
62235,"cond16"
62238,"cond22"
62239,"cond16"
62241,"cond16"
62246,"cond16"
62253,"cond16"
62255,"cond15"
62256,"cond16"
62258,"cond21"
62261,"cond16"
62262,"cond16"
62270,"cond16"
62273,"cond16"
62277,"cond16"
62281,"cond21"
62285,"cond16"
62292,"cond16"
62299,"cond12"
62300,"cond16"
62307,"cond16"
62308,"cond16"
62309,"cond16"
62312,"cond21"
62317,"cond16"
62321,"cond16"
62322,"cond16"
62324,"cond16"
62327,"cond16"
62337,"cond16"
62342,"cond16"
62350,"cond16"
62356,"cond16"
62361,"cond16"
62369,"cond16"
62378,"cond16"
62379,"cond16"
62383,"cond16"
62384,"cond16"
62386,"cond16"
62387,"cond15"
62388,"cond16"
62389,"cond16"
62390,"cond16"
62402,"cond16"
62404,"cond21"
62405,"cond14"
62407,"cond16"
62409,"cond16"
62416,"cond15"
62417,"cond16"
62419,"cond16"
62425,"cond16"
62428,"cond16"
62429,"cond16"
62430,"cond16"
62431,"cond16"
62432,"cond16"
62439,"cond15"
62440,"cond16"
62444,"cond16"
62447,"cond16"
62451,"cond16"
62452,"cond16"
62457,"cond16"
62461,"cond16"
62463,"cond16"
62464,"cond16"
62472,"cond16"
62475,"cond22"
62481,"cond16"
62483,"cond16"
62485,"cond13"
62488,"cond16"
62489,"cond21"
62498,"cond16"
62499,"cond11"
62500,"cond16"
62507,"cond12"
62512,"cond21"
62516,"cond21"
62519,"cond16"
62520,"cond16"
62525,"cond15"
62526,"cond11"
62530,"cond15"
62531,"cond16"
62535,"cond16"
62536,"cond16"
62537,"cond16"
62541,"cond16"
62542,"cond16"
62549,"cond21"
62558,"cond16"
62559,"cond22"
62560,"cond16"
62562,"cond16"
62567,"cond16"
62569,"cond16"
62575,"cond12"
62576,"cond16"
62578,"cond16"
62580,"cond16"
62589,"cond16"
62592,"cond22"
62593,"cond15"
62594,"cond16"
62595,"cond16"
62600,"cond16"
62601,"cond16"
62602,"cond16"
62606,"cond15"
62612,"cond15"
62622,"cond11"
62632,"cond21"
62637,"cond16"
62642,"cond16"
62645,"cond16"
62649,"cond12"
62656,"cond16"
62659,"cond16"
62676,"cond16"
62679,"cond15"
62683,"cond16"
62684,"cond15"
62686,"cond11"
62689,"cond16"
62690,"cond16"
62699,"cond16"
62702,"cond16"
62707,"cond16"
62708,"cond21"
62709,"cond16"
62712,"cond21"
62718,"cond15"
62721,"cond16"
62724,"cond16"
62727,"cond16"
62728,"cond16"
62731,"cond22"
62733,"cond15"
62734,"cond16"
62741,"cond16"
62750,"cond16"
62753,"cond21"
62756,"cond16"
62757,"cond16"
62759,"cond16"
62760,"cond21"
62765,"cond16"
62767,"cond16"
62768,"cond15"
62774,"cond16"
62775,"cond16"
62780,"cond21"
62785,"cond16"
62790,"cond15"
62794,"cond16"
62796,"cond16"
62798,"cond16"
62805,"cond16"
62812,"cond21"
62816,"cond16"
62820,"cond16"
62822,"cond16"
62823,"cond16"
62834,"cond16"
62842,"cond16"
62845,"cond15"
62851,"cond16"
62860,"cond16"
62862,"cond16"
62864,"cond16"
62872,"cond16"
62873,"cond16"
62875,"cond16"
62876,"cond16"
62878,"cond16"
62879,"cond15"
62883,"cond16"
62886,"cond16"
62890,"cond16"
62891,"cond16"
62895,"cond22"
62896,"cond15"
62904,"cond15"
62905,"cond16"
62928,"cond16"
62929,"cond16"
62930,"cond22"
62933,"cond16"
62935,"cond16"
62939,"cond16"
62940,"cond15"
62951,"cond16"
62955,"cond16"
62959,"cond22"
62961,"cond22"
62962,"cond16"
62970,"cond16"
62971,"cond16"
62976,"cond16"
62977,"cond16"
62979,"cond12"
62986,"cond12"
62990,"cond15"
62991,"cond22"
62994,"cond16"
62995,"cond16"
62997,"cond16"
63005,"cond16"
63006,"cond16"
63009,"cond16"
63010,"cond15"
63014,"cond16"
63022,"cond16"
63023,"cond16"
63029,"cond16"
63036,"cond16"
63041,"cond16"
63042,"cond11"
63048,"cond21"
63052,"cond16"
63057,"cond16"
63068,"cond15"
63070,"cond16"
63080,"cond16"
63091,"cond21"
63094,"cond16"
63096,"cond16"
63099,"cond15"
63103,"cond16"
63104,"cond16"
63107,"cond16"
63113,"cond22"
63122,"cond22"
63123,"cond16"
63125,"cond21"
63131,"cond21"
63138,"cond16"
63143,"cond16"
63151,"cond16"
63158,"cond16"
63159,"cond16"
63161,"cond16"
63162,"cond16"
63163,"cond16"
63165,"cond16"
63166,"cond16"
63170,"cond16"
63171,"cond16"
63174,"cond16"
63176,"cond16"
63181,"cond16"
63189,"cond16"
63194,"cond16"
63195,"cond16"
63196,"cond21"
63207,"cond16"
63209,"cond16"
63219,"cond16"
63224,"cond16"
63227,"cond16"
63235,"cond16"
63239,"cond16"
63242,"cond16"
63246,"cond15"
63248,"cond21"
63250,"cond16"
63260,"cond16"
63261,"cond16"
63262,"cond16"
63263,"cond16"
63267,"cond16"
63271,"cond16"
63275,"cond16"
63280,"cond15"
63282,"cond16"
63287,"cond16"
63293,"cond15"
63296,"cond16"
63309,"cond16"
63318,"cond21"
63335,"cond15"
63336,"cond21"
63341,"cond16"
63343,"cond15"
63352,"cond16"
63360,"cond21"
63367,"cond15"
63373,"cond15"
63376,"cond15"
63379,"cond16"
63380,"cond15"
63383,"cond16"
63384,"cond16"
63404,"cond16"
63408,"cond16"
63410,"cond16"
63421,"cond16"
63422,"cond16"
63427,"cond16"
63428,"cond16"
63431,"cond22"
63440,"cond16"
63443,"cond16"
63447,"cond16"
63457,"cond16"
63465,"cond16"
63468,"cond16"
63473,"cond16"
63480,"cond16"
63484,"cond16"
63485,"cond16"
63486,"cond16"
63489,"cond16"
63501,"cond12"
63506,"cond16"
63508,"cond16"
63513,"cond16"
63514,"cond16"
63517,"cond21"
63518,"cond16"
63519,"cond16"
63521,"cond16"
63522,"cond16"
63530,"cond15"
63533,"cond16"
63534,"cond22"
63540,"cond16"
63541,"cond22"
63542,"cond15"
63546,"cond16"
63548,"cond15"
63561,"cond16"
63564,"cond12"
63573,"cond16"
63574,"cond16"
63579,"cond12"
63587,"cond16"
63589,"cond16"
63590,"cond16"
63592,"cond16"
63593,"cond22"
63594,"cond16"
63600,"cond16"
63604,"cond16"
63605,"cond16"
63611,"cond16"
63613,"cond15"
63619,"cond21"
63620,"cond16"
63621,"cond16"
63625,"cond15"
63627,"cond16"
63629,"cond16"
63632,"cond16"
63642,"cond16"
63643,"cond16"
63644,"cond15"
63647,"cond16"
63649,"cond16"
63651,"cond15"
63664,"cond16"
63665,"cond15"
63666,"cond16"
63673,"cond16"
63682,"cond16"
63689,"cond16"
63694,"cond16"
63696,"cond16"
63697,"cond16"
63698,"cond16"
63700,"cond21"
63706,"cond21"
63709,"cond16"
63713,"cond16"
63719,"cond16"
63722,"cond21"
63723,"cond16"
63729,"cond16"
63731,"cond16"
63739,"cond16"
63747,"cond16"
63748,"cond16"
63763,"cond16"
63766,"cond16"
63772,"cond16"
63776,"cond15"
63777,"cond16"
63778,"cond16"
63782,"cond16"
63792,"cond16"
63809,"cond16"
63811,"cond22"
63813,"cond16"
63814,"cond16"
63817,"cond16"
63818,"cond16"
63820,"cond16"
63828,"cond16"
63831,"cond16"
63833,"cond16"
63840,"cond16"
63841,"cond16"
63843,"cond16"
63845,"cond16"
63851,"cond16"
63854,"cond16"
63855,"cond21"
63861,"cond15"
63864,"cond16"
63869,"cond15"
63877,"cond16"
63883,"cond16"
63885,"cond22"
63888,"cond16"
63892,"cond16"
63894,"cond16"
63895,"cond16"
63897,"cond15"
63900,"cond16"
63906,"cond16"
63912,"cond16"
63916,"cond16"
63922,"cond16"
63923,"cond16"
63924,"cond15"
63928,"cond16"
63929,"cond16"
63937,"cond16"
63941,"cond16"
63942,"cond21"
63944,"cond13"
63946,"cond11"
63947,"cond16"
63950,"cond16"
63953,"cond16"
63955,"cond16"
63963,"cond22"
63966,"cond22"
63967,"cond15"
63969,"cond16"
63970,"cond16"
63972,"cond16"
63973,"cond16"
63975,"cond16"
63979,"cond11"
63987,"cond16"
63988,"cond22"
63994,"cond16"
63997,"cond16"
64010,"cond16"
64014,"cond15"
64020,"cond15"
64025,"cond16"
64027,"cond16"
64034,"cond16"
64039,"cond15"
64040,"cond16"
64041,"cond16"
64045,"cond16"
64047,"cond16"
64053,"cond15"
64058,"cond16"
64059,"cond16"
64063,"cond16"
64064,"cond22"
64069,"cond16"
64075,"cond16"
64079,"cond16"
64082,"cond16"
64085,"cond22"
64088,"cond16"
64093,"cond16"
64094,"cond16"
64095,"cond16"
64096,"cond21"
64100,"cond16"
64102,"cond16"
64105,"cond11"
64106,"cond16"
64110,"cond16"
64116,"cond15"
64121,"cond16"
64124,"cond16"
64125,"cond16"
64128,"cond16"
64132,"cond16"
64133,"cond16"
64135,"cond22"
64138,"cond15"
64139,"cond16"
64142,"cond22"
64160,"cond22"
64161,"cond16"
64169,"cond16"
64175,"cond16"
64177,"cond15"
64183,"cond16"
64187,"cond16"
64190,"cond15"
64191,"cond16"
64192,"cond16"
64194,"cond16"
64195,"cond16"
64197,"cond15"
64204,"cond16"
64205,"cond16"
64206,"cond16"
64220,"cond21"
64222,"cond16"
64223,"cond16"
64226,"cond16"
64229,"cond16"
64233,"cond16"
64234,"cond16"
64241,"cond16"
64243,"cond16"
64244,"cond16"
64246,"cond21"
64248,"cond16"
64250,"cond22"
64251,"cond16"
64253,"cond11"
64257,"cond16"
64261,"cond16"
64263,"cond16"
64268,"cond16"
64269,"cond16"
64272,"cond15"
64274,"cond15"
64276,"cond22"
64277,"cond16"
64280,"cond16"
64287,"cond16"
64293,"cond16"
64297,"cond15"
64303,"cond15"
64306,"cond16"
64307,"cond16"
64308,"cond16"
64322,"cond16"
64323,"cond16"
64325,"cond16"
64326,"cond22"
64328,"cond16"
64338,"cond16"
64344,"cond16"
64346,"cond15"
64347,"cond16"
64349,"cond16"
64351,"cond16"
64355,"cond22"
64356,"cond15"
64362,"cond16"
64367,"cond16"
64378,"cond15"
64387,"cond16"
64392,"cond16"
64407,"cond16"
64408,"cond16"
64409,"cond15"
64411,"cond16"
64420,"cond16"
64422,"cond16"
64425,"cond15"
64431,"cond12"
64434,"cond16"
64437,"cond16"
64451,"cond16"
64456,"cond16"
64459,"cond16"
64478,"cond16"
64479,"cond16"
64485,"cond16"
64494,"cond16"
64496,"cond16"
64501,"cond16"
64506,"cond16"
64509,"cond15"
64510,"cond16"
64521,"cond16"
64530,"cond16"
64538,"cond16"
64541,"cond16"
64542,"cond15"
64545,"cond16"
64546,"cond14"
64547,"cond15"
64549,"cond16"
64566,"cond16"
64567,"cond16"
64570,"cond16"
64573,"cond16"
64575,"cond16"
64577,"cond16"
64583,"cond16"
64586,"cond16"
64594,"cond16"
64601,"cond16"
64605,"cond16"
64609,"cond16"
64613,"cond11"
64615,"cond16"
64618,"cond16"
64622,"cond11"
64627,"cond16"
64630,"cond16"
64631,"cond16"
64637,"cond16"
64642,"cond16"
64651,"cond16"
64653,"cond16"
64658,"cond16"
64661,"cond16"
64665,"cond16"
64666,"cond16"
64673,"cond16"
64674,"cond21"
64681,"cond16"
64682,"cond16"
64683,"cond16"
64695,"cond16"
64696,"cond16"
64700,"cond16"
64703,"cond22"
64704,"cond16"
64705,"cond16"
64716,"cond16"
64717,"cond16"
64718,"cond16"
64720,"cond13"
64724,"cond16"
64732,"cond21"
64734,"cond16"
64736,"cond15"
64738,"cond15"
64742,"cond12"
64747,"cond15"
64751,"cond16"
64752,"cond16"
64761,"cond16"
64762,"cond16"
64764,"cond22"
64768,"cond11"
64771,"cond16"
64773,"cond16"
64776,"cond16"
64785,"cond22"
64787,"cond16"
64789,"cond16"
64792,"cond16"
64797,"cond11"
64799,"cond16"
64801,"cond22"
64803,"cond16"
64806,"cond16"
64808,"cond16"
64812,"cond16"
64820,"cond16"
64822,"cond16"
64823,"cond16"
64830,"cond15"
64831,"cond16"
64837,"cond11"
64839,"cond16"
64840,"cond16"
64848,"cond16"
64849,"cond16"
64854,"cond16"
64857,"cond16"
64860,"cond16"
64863,"cond16"
64866,"cond16"
64876,"cond16"
64879,"cond16"
64893,"cond16"
64900,"cond15"
64901,"cond12"
64905,"cond16"
64913,"cond21"
64914,"cond22"
64920,"cond16"
64921,"cond16"
64922,"cond16"
64924,"cond16"
64927,"cond16"
64942,"cond16"
64947,"cond14"
64948,"cond16"
64950,"cond16"
64958,"cond21"
64964,"cond16"
64974,"cond22"
64975,"cond16"
64976,"cond16"
64980,"cond16"
64981,"cond16"
64983,"cond16"
64985,"cond16"
64987,"cond22"
64990,"cond22"
64993,"cond16"
64994,"cond14"
65001,"cond15"
65011,"cond16"
65013,"cond11"
65016,"cond16"
65017,"cond16"
65024,"cond16"
65025,"cond14"
65028,"cond16"
65033,"cond16"
